Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,575,IRIS_313-10051,TSIVIMBININA,ARO,JAP,JG9,Madagascar,AFR,8.02,7.82,92.03
,576,IRIS_313-10054,TOC-5430,IND,IND,IG1,Panama,AME,12.18,11.89,90.93
,577,IRIS_313-10056,HOKURIKU 52,TEMP,JAP,JG8,Japan,EAS,10.17,9.78,93.87
,578,IRIS_313-10059,DACHEONGBYEO,TEMP,JAP,JG7,South_Korea,EAS,15.83,15.71,97.09
,579,IRIS_313-10061,ESTRELA A,JAP,ADM,Adm,Portugal,EUR,13.23,12.68,94.45
,580,IRIS_313-10062,REA,JAP,JAP,JG10,Greece,EUR,11.26,9.81,94.19
,581,IRIS_313-10065,JAERAERYUKDO,JAP,JAP,JG8,South_Korea,EAS,9.34,9.16,93.7
,582,IRIS_313-10067,JEONBUKGUNGWEONNA,JAP,JAP,JG8,South_Korea,EAS,10.4,10.23,94.18
,583,IRIS_313-10071,CHIYODA WASE,JAP,JAP,JG8,Japan,EAS,9.13,8.95,93.71
,584,IRIS_313-10073,OWARI MOCHI,JAP,JAP,JG8,Japan,EAS,12.62,12.39,94.36
,585,IRIS_313-10074,RIKU AIKOKU,JAP,JAP,JG8,Japan,EAS,12.11,11.75,94.24
,586,IRIS_313-10075,SANGOKU,IND,JAP,JG8,Japan,EAS,9.73,8.59,93.55
,587,IRIS_313-10076,SHINA MOCHI,JAP,JAP,JG8,Japan,EAS,6.64,6.37,92.49
,588,IRIS_313-10077,TAMASHIRO HIKARI,JAP,IND,IG5,Japan,EAS,11.75,11.36,90.45
,589,IRIS_313-10078,YOSHINO MOCHI,JAP,JAP,JG8,Japan,EAS,15.98,15.74,0.0
,590,IRIS_313-10079,DANGO MOCHI,JAP,JAP,JG8,Japan,EAS,9.75,9.19,93.96
,591,IRIS_313-10080,HIRAKAWA OKUTE,JAP,JAP,JG8,Japan,EAS,14.14,13.89,94.85
,592,IRIS_313-10082,KYUUSHUU,JAP,JAP,JG8,Japan,EAS,9.15,8.92,94.03
,593,IRIS_313-10083,BETIS,TEMP,JAP,JG9,Spain,EUR,9.19,9.09,95.35
,594,IRIS_313-10084,SENIA,TEMP,JAP,JG9,Spain,EUR,13.29,13.05,96.64
,595,IRIS_313-10089,KALIN,TEMP,JAP,JG9,Bulgaria,EUR,13.9,13.73,96.7
,596,IRIS_313-10092,CHALBYEO,TEMP,JAP,JG7,South_Korea,EAS,10.56,10.49,97.0
,597,IRIS_313-10093,CHEONJUDO,TEMP,JAP,JG7,South_Korea,EAS,8.29,7.99,96.17
,598,IRIS_313-10094,GAWICHAL,TEMP,JAP,JG8,South_Korea,EAS,10.66,10.49,94.48
,599,IRIS_313-10096,JOKJEBICHAL,TROP,JAP,JG8,South_Korea,EAS,10.56,10.16,95.21
,600,IRIS_313-10097,MAEKJO,TEMP,JAP,JG7,South_Korea,EAS,25.5,24.98,97.06
,601,IRIS_313-10099,MANONGAZATO,TROP,JAP,JG9,Madagascar,AFR,9.88,9.75,93.97
,602,IRIS_313-10102,KELIRENY,IND,IND,IG5,Madagascar,AFR,11.33,10.62,89.17
,603,IRIS_313-10103,DALSUNG 41,IND,IND,IG4,South_Korea,EAS,9.57,7.7,83.95
,604,IRIS_313-10109,EX EBOKOZURU,IND,IND,IG3,Nigeria,AFR,17.58,14.19,86.6
,605,IRIS_313-10111,MOLO,TEMP,JAP,JG10,Italy,EUR,10.26,10.15,94.79
,606,IRIS_313-10113,EX FOILAEIN(NAPUTO),IND,IND,IG1,Mozambique,AFR,11.65,10.86,90.12
,607,IRIS_313-10114,FACAGRO 64,IND,IND,IG5,Burundi,AFR,31.95,30.09,92.65
,608,IRIS_313-10119,GITANO,TEMP,JAP,JG10,Italy,EUR,12.9,12.68,95.06
,609,IRIS_313-10124,GALSAEGSSAL SHAREI,TEMP,JAP,JG7,South_Korea,EAS,13.61,13.36,96.18
,610,IRIS_313-10129,SAN SHIH TSI,IND,IND,IG4,China,EAS,10.2,8.18,84.78
,611,IRIS_313-10134,PIN GAEW 56,IND,IND,IG2,Thailand,SEA,20.23,14.46,87.11
,612,IRIS_313-10147,RD19,IND,IND,IG2,Thailand,SEA,13.12,10.56,85.36
,613,IRIS_313-10148,CAUVERY,IND,IND,IG1,India,SAS,9.08,8.87,89.25
,614,IRIS_313-10150,N 22,IND,AUS,AUSG6,India,SAS,5.53,5.4,85.93
,615,IRIS_313-10151,RD15,IND,IND,IG2,Thailand,SEA,10.56,8.23,85.0
,616,IRIS_313-10152,KETAN MENAH,JAP,JAP,JG9,Indonesia,SEA,10.57,10.26,92.06
,617,IRIS_313-10154,HE-GU-TSAO,IND,IND,IG4,China,EAS,12.21,9.81,85.54
,618,IRIS_313-10158,PICO NEGRO,IND,IND,IG1,Ecuador,AME,16.67,16.16,90.44
,619,IRIS_313-10161,BR-IRGA-409,IND,IND,IG1,Brazil,AME,10.38,10.02,89.68
,620,IRIS_313-10164,HAN NUO,AUS,JAP,JG7,China,EAS,8.98,8.43,96.27
,621,IRIS_313-10167,IR 56,IND,IND,IG1,Philippines,SEA,12.37,11.44,90.05
,622,IRIS_313-10168,MEI FENG 9,IND,IND,IG4,China,EAS,11.77,9.48,85.27
,623,IRIS_313-10170,MIN ZAO 6,IND,IND,IG4,China,EAS,9.04,7.27,84.65
,624,IRIS_313-10171,YA NONG ZAO 4,IND,IND,IG4,China,EAS,29.75,22.41,87.41
,625,IRIS_313-10176,NAM ROO,TROP,JAP,JG8,Thailand,SEA,9.54,9.3,94.27
,626,IRIS_313-10177,DA GANG ZHAN,IND,IND,IG2,China,EAS,38.67,29.74,87.73
,627,IRIS_313-10178,GAO JIAO BAI,IND,IND,IG4,China,EAS,9.85,7.8,84.11
,628,IRIS_313-10179,GUI HUA ZAO,IND,IND,IG2,China,EAS,16.47,12.69,86.1
,629,IRIS_313-10189,DA NUO(ZHAN),IND,IND,IG4,China,EAS,18.82,15.04,86.48
,630,IRIS_313-10190,DENG DENG QI,TROP,IND,IG4,China,EAS,11.95,9.47,84.96
,631,IRIS_313-10191,MIN KE ZHAN,IND,IND,IG4,China,EAS,9.29,7.43,84.27
,632,IRIS_313-10196,GUO DI HEI,IND,JAP,JG10,China,EAS,9.32,8.73,93.32
,633,IRIS_313-10211,BAI HE,IND,IND,IG4,China,EAS,11.51,9.12,84.9
,634,IRIS_313-10220,EPEAL 102,IND,IND,IG1,Brazil,AME,14.71,14.36,91.19
,635,IRIS_313-10221,BA BAI GU,IND,IND,IG2,China,EAS,15.29,12.04,85.58
,636,IRIS_313-10224,HUA LI ZAO,IND,IND,IG4,China,EAS,11.16,8.95,85.14
,637,IRIS_313-10226,TONG GU HONG,IND,IND,IG2,China,EAS,11.19,8.91,84.67
,638,IRIS_313-10228,HAN NUO,TROP,JAP,JG7,China,EAS,15.03,14.75,95.88
,639,IRIS_313-10234,PSBRC50,IND,IND,IG1,Philippines,SEA,14.7,14.32,90.65
,640,IRIS_313-10235,PSBRC68,IND,IND,IG4,Philippines,SEA,26.83,25.05,87.81
,641,IRIS_313-10237,PSBRC86,IND,IND,IG1,Philippines,SEA,17.56,16.99,91.12
,642,IRIS_313-10238,PSBRC88,IND,IND,IG1,Philippines,SEA,10.43,9.97,89.49
,643,IRIS_313-10239,LIU XU,IND,IND,IG2,China,EAS,14.5,14.16,85.37
,644,IRIS_313-10242,H 305-84,TEMP,JAP,JG10,Hungary,EUR,10.86,10.71,95.12
,645,IRIS_313-10247,AMISTAD 82,IND,IND,IG1,Cuba,AME,11.51,10.74,90.5
,646,IRIS_313-10257,ALTAMIRA 9,IND,IND,IG1,Nicaragua,AME,13.67,13.3,91.36
,647,IRIS_313-10258,BULI INIA,ARO,JAP,JG10,Chile,AME,14.23,14.08,94.5
,648,IRIS_313-10260,CEA 3,IND,IND,IG1,Paraguay,AME,15.47,14.87,90.93
,649,IRIS_313-10263,CUYAMEL 3820,IND,IND,IG1,Mexico,AME,9.96,9.72,90.06
,650,IRIS_313-10268,FONAIAP 2,IND,IND,IG1,Venezuela,AME,13.2,12.9,91.52
,651,IRIS_313-10271,IA CUBA 17,IND,IND,IG1,Cuba,AME,13.4,13.08,90.35
,652,IRIS_313-10272,COLOMBIA 1,TROP,ADM,Adm,Colombia,AME,10.95,10.66,91.53
,653,IRIS_313-10274,ICTA CRISPO 38,IND,IND,IG1,Guatemala,AME,6.47,6.26,86.82
,654,IRIS_313-10275,ICTA MOTAGUA,IND,IND,IG1,Guatemala,AME,13.04,12.68,90.59
,655,IRIS_313-10279,JUMA 62,IND,IND,IG2,Dominican_Republic,AME,13.47,10.76,85.99
,656,IRIS_313-10285,SICAN,IND,IND,IG1,Peru,AME,13.12,12.43,89.93
,657,IRIS_313-10287,UQUIHUA,IND,IND,IG1,Peru,AME,9.44,9.23,90.48
,658,IRIS_313-10289,ARAURE 1,IND,IND,IG1,Venezuela,AME,9.46,9.19,90.31
,659,IRIS_313-10290,ELONI,IND,IND,IG1,Surinam,AME,11.44,10.99,89.93
,660,IRIS_313-10293,ECIA 24-107-1,JAP,IND,IG1,Cuba,AME,9.65,9.36,89.47
,661,IRIS_313-10294,IR 21015-72-3-3-3-1,IND,IND,IG1,Philippines,SEA,9.97,9.39,89.57
,662,IRIS_313-10295,PDR 34-2-1-2,IND,ADM,Adm,Pakistan,SAS,10.53,10.14,93.23
,663,IRIS_313-10298,3210,IND,IND,IG1,Sri_Lanka,SAS,10.92,10.57,90.41
,664,IRIS_313-10300,CT 9506-18-7-1T-2,IND,IND,IG1,Colombia,AME,11.83,11.54,91.1
,665,IRIS_313-10301,IRGA 959-1-2-2F-4-1-4A-6-CA-6X,IND,IND,IG1,Brazil,AME,20.07,19.56,91.58
,666,IRIS_313-10307,INIAP 6,IND,IND,IG1,Ecuador,AME,13.76,13.42,90.49
,667,IRIS_313-10314,INIAP 10,TROP,IND,IG1,Ecuador,AME,13.65,13.27,90.99
,668,IRIS_313-10318,RUSTIC,IND,IND,IG1,Guyana,AME,10.96,10.69,90.88
,669,IRIS_313-10325,CAMPONI,IND,IND,IG1,Surinam,AME,13.47,13.03,91.4
,670,IRIS_313-10327,CAROLINO BLANCO,TEMP,JAP,JG9,Peru,AME,15.21,14.96,94.69
,671,IRIS_313-10332,B 4414 F-MR-6-3,IND,IND,IG2,Indonesia,SEA,15.5,12.34,86.5
,672,IRIS_313-10333,B 6136-3-TB-0-1-5,IND,IND,IG1,Indonesia,SEA,22.32,21.54,92.03
,673,IRIS_313-10334,B 6136 E-3-TB-0-1-5,IND,IND,IG1,Indonesia,SEA,7.74,7.51,88.68
,674,IRIS_313-10336,B 6144-MR-6-0-0,IND,JAP,JG9,Laos,SEA,10.79,10.58,93.55
,675,IRIS_313-10337,B 6149 F-MR-7,IND,IND,IG1,Indonesia,SEA,24.67,23.78,91.83
,676,IRIS_313-10340,BR 4973-34-6-6,IND,IND,IG3,Bangladesh,SAS,11.81,9.47,85.31
,677,IRIS_313-10341,BR 5230-46-4,IND,IND,IG2,Bangladesh,SAS,6.16,4.87,81.13
,678,IRIS_313-10348,CSR-89 IR-15,IND,IND,IG5,India,SAS,5.53,5.19,86.83
,679,IRIS_313-10349,CSR-90 IR-2,IND,IND,IG1,India,SAS,10.55,9.77,89.66
,680,IRIS_313-10352,CT 9737-6-1-1-2-2P-M,IND,IND,IG1,Colombia,AME,19.13,18.28,91.76
,681,IRIS_313-10353,HP 3319-2WX-6-4-1-B,IND,IND,IG1,South_Korea,EAS,9.73,9.38,89.61
,682,IRIS_313-10355,IR 31142-14-1-1-3-1-1-2,IND,IND,IG1,Philippines,SEA,10.11,9.87,89.86
,683,IRIS_313-10357,IR 52718-B-B-6-B-B-1-1,IND,IND,IG1,Philippines,SEA,11.03,10.74,90.27
,684,IRIS_313-10359,IR 53650-2B-10-1-2-1,TEMP,IND,IG1,Philippines,SEA,8.87,8.62,87.92
,685,IRIS_313-10360,IR 57514-PMI 5-B-1-2,IND,IND,IG4,Philippines,SEA,6.83,5.54,82.63
,686,IRIS_313-10361,IR 63295-AC 209-7,IND,IND,IG1,Philippines,SEA,11.43,10.84,90.14
,687,IRIS_313-10366,IR 65483-111-5-9-2-11,IND,IND,IG1,Philippines,SEA,12.6,12.22,90.21
,688,IRIS_313-10371,IR 67518-B-11-1-B,IND,IND,IG1,Philippines,SEA,13.08,12.75,90.6
,689,IRIS_313-10373,IR 68333-R-R-B-19,TROP,JAP,JG7,Philippines,SEA,10.51,10.33,96.75
,690,IRIS_313-10374,IR 69502-6-SRN-3-UBN-1-B,IND,IND,IG1,Philippines,SEA,6.37,6.1,88.02
,691,IRIS_313-10375,IR 70027-8-2-2-3-2,IND,IND,IG1,Philippines,SEA,8.56,8.34,89.31
,692,IRIS_313-10379,IR 73688-57-2,TEMP,JAP,JG7,Philippines,SEA,10.09,9.95,96.7
,693,IRIS_313-10380,IR 73690-7-2-1-1-3-2-2-1,TEMP,AUS,AUSG6,Philippines,SEA,14.41,12.98,91.34
,694,IRIS_313-10385,IR 75870-5-8-5-B-1,IND,IND,IG1,Philippines,SEA,10.04,9.77,89.59
,695,IRIS_313-10392,IR 77390-1-6-4-19-1-B,IND,IND,IG1,Philippines,SEA,17.83,17.35,91.34
,696,IRIS_313-10394,IR 80310-12-B-1-3-B,IND,IND,IG1,Philippines,SEA,16.38,15.07,90.77
,697,IRIS_313-10396,IR 80340-23-B-12-6-B,IND,IND,IG1,Philippines,SEA,9.79,8.76,89.38
,698,IRIS_313-10397,IRGA 318-11-6-9-2B,IND,IND,IG1,Colombia,AME,20.28,18.36,91.74
,699,IRIS_313-10398,IRGA 318-11-9-2A,IND,IND,IG1,Colombia,AME,10.12,9.86,89.84
,700,IRIS_313-10399,IRGA 346-111-2-1F,IND,IND,IG2,Colombia,AME,8.29,6.43,83.09
,701,IRIS_313-10400,IRGA 370-38-1-1F-C4-2,IND,IND,IG1,Colombia,AME,8.14,7.89,88.41
,702,IRIS_313-10401,IRGA 370-42-1-1F-C-1,IND,IND,IG1,Colombia,AME,7.09,6.69,88.2
,703,IRIS_313-10402,IRGA 411-1-6-1F-A,IND,IND,IG1,Colombia,AME,11.27,10.8,89.99
,704,IRIS_313-10403,IRGA 659-1-2-2-2,IND,IND,IG2,Colombia,AME,12.94,9.02,85.74
