Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,2547,IRIS_313-8457,SARA,IND,IND,IG3,Indonesia,SEA,4.24,3.42,76.31
,2548,IRIS_313-8458,ARC 18175,IND,IND,IG2,India,SAS,9.67,7.65,84.13
,2549,IRIS_313-8466,CHAW GAM PRUED,IND,IND,IG3,Thailand,SEA,14.57,11.74,86.02
,2550,IRIS_313-8468,LEONG ORN 4135,IND,IND,IG3,Malaysia,SEA,9.38,7.58,83.91
,2551,IRIS_313-8474,PAH WEAN,IND,IND,IG2,Thailand,SEA,5.8,4.36,79.8
,2552,IRIS_313-8481,DAN-YAN-NUO,TEMP,JAP,JG7,China,EAS,11.41,11.34,97.07
,2553,IRIS_313-8485,NAM SA-GUI 19,IND,IND,IG2,Thailand,SEA,10.03,7.76,83.95
,2554,IRIS_313-8486,DAGPA MRAS,TROP,JAP,JG8,Bhutan,SAS,12.22,11.36,93.94
,2555,IRIS_313-8492,KUNENG,IND,IND,IG3,Malaysia,SEA,9.32,7.62,84.66
,2556,IRIS_313-8493,MELABOH,IND,IND,IG3,Indonesia,SEA,37.45,28.86,88.24
,2557,IRIS_313-8498,ARC 7091,AUS,ARO,AROG11,India,SAS,4.23,4.13,86.12
,2558,IRIS_313-8509,PUILLIPINA KATARI,IND,IND,IG5,Bangladesh,SAS,14.43,12.24,90.15
,2559,IRIS_313-8514,DAA MANSA,IND,IND,IG1,Ghana,AFR,6.86,6.7,87.82
,2560,IRIS_313-8519,MANDASHERPO,IND,JAP,JG8,Bhutan,SAS,9.99,9.69,94.07
,2561,IRIS_313-8523,OS4,JAP,JAP,JG9,Nigeria,AFR,13.85,12.12,93.33
,2562,IRIS_313-8530,DHANE BURWA,IND,IND,IG5,India,SAS,17.19,16.78,91.14
,2563,IRIS_313-8536,NG. KARAN DE,IND,IND,IG3,Indonesia,SEA,14.96,12.11,86.55
,2564,IRIS_313-8554,ARC 11959,AUS,AUS,AUSG6,India,SAS,14.27,12.87,89.68
,2565,IRIS_313-8557,SERENDAH SUNGAI DUA 25,IND,IND,IG3,Malaysia,SEA,21.41,17.25,86.69
,2566,IRIS_313-8559,KEERIPALA CHILL PADDY,IND,IND,IG5,India,SAS,7.42,7.23,88.18
,2567,IRIS_313-8565,YAHNG LEU,TROP,JAP,JG8,Thailand,SEA,12.73,12.35,94.91
,2568,IRIS_313-8567,SINERBESA,IND,IND,IG2,Philippines,SEA,10.17,8.26,84.72
,2569,IRIS_313-8568,LARHA MUGAD,IND,IND,IG5,India,SAS,18.58,17.91,90.86
,2570,IRIS_313-8571,ES021(STRAW),IND,IND,IG2,Tanzania,AFR,15.94,12.88,86.09
,2571,IRIS_313-8572,ONOY,TROP,JAP,JG9,Philippines,SEA,13.73,13.54,95.02
,2572,IRIS_313-8578,KHAU TRA BONG,TROP,JAP,JG8,Vietnam,SEA,12.58,12.04,93.2
,2573,IRIS_313-8580,DAM,TROP,JAP,JG8,Thailand,SEA,10.02,9.87,94.1
,2574,IRIS_313-8585,ARC 11901,IND,IND,IG4,India,SAS,15.75,11.49,86.06
,2575,IRIS_313-8586,PLI KHAO,IND,IND,IG2,Thailand,SEA,20.94,16.24,86.79
,2576,IRIS_313-8591,SIAM ER 32,IND,IND,IG3,Malaysia,SEA,11.92,9.58,85.47
,2577,IRIS_313-8594,MINATANDA,TEMP,JAP,JG9,Philippines,SEA,9.31,9.04,91.94
,2578,IRIS_313-8595,MAKALIOKA STANDARD,IND,IND,IG5,Madagascar,AFR,21.1,20.61,92.2
,2579,IRIS_313-8599,BUE GA WA,TROP,JAP,JG8,Thailand,SEA,11.91,11.7,94.75
,2580,IRIS_313-8603,ARC 12884,IND,IND,IG4,India,SAS,10.37,8.19,84.32
,2581,IRIS_313-8606,AC13(T 141),IND,IND,IG3,na,na,24.04,18.41,86.7
,2582,IRIS_313-8608,SI HAO NDURIA,IND,IND,IG3,Indonesia,SEA,11.08,8.91,85.1
,2583,IRIS_313-8614,RAJHUSAI(ACR12),IND,IND,IG5,India,SAS,7.96,7.76,88.54
,2584,IRIS_313-8616,IR 5494 (BPH 1),IND,IND,IG1,Philippines,SEA,14.85,14.19,90.64
,2585,IRIS_313-8621,ARC 11663,IND,IND,IG1,India,SAS,10.91,10.65,90.67
,2586,IRIS_313-8622,XITTO,IND,IND,IG5,India,SAS,8.37,8.17,87.93
,2587,IRIS_313-8626,BANJANG,TROP,JAP,JG9,Malaysia,SEA,11.58,11.38,94.22
,2588,IRIS_313-8627,PRELUDE,TEMP,JAP,JG9,United_States,AME,16.07,15.84,95.32
,2589,IRIS_313-8631,DUDRE,IND,IND,IG5,India,SAS,9.33,9.05,88.97
,2590,IRIS_313-8632,PATMADHAI 1,IND,IND,IG5,Bangladesh,SAS,8.7,8.48,88.72
,2591,IRIS_313-8637,BALINGMI,TROP,JAP,JG8,Bhutan,SAS,8.28,8.1,93.83
,2592,IRIS_313-8638,Na souan,IND,IND,IG2,Laos,SEA,11.82,9.47,85.11
,2593,IRIS_313-8641,AUS 439,AUS,AUS,AUSG6,Bangladesh,SAS,16.18,15.74,91.89
,2594,IRIS_313-8643,DAJA,IND,IND,IG3,Indonesia,SEA,13.3,10.7,85.87
,2595,IRIS_313-8645,PAI YI PING,IND,IND,IG4,China,EAS,12.94,9.74,85.31
,2596,IRIS_313-8647,PERUNEL,IND,IND,IG5,India,SAS,9.57,9.3,89.28
,2597,IRIS_313-8655,TAK,AUS,AUS,AUSG6,Pakistan,SAS,8.81,8.47,87.9
,2598,IRIS_313-8656,BASMATI 1,ARO,ARO,AROG11,Pakistan,SAS,11.72,11.49,91.37
,2599,IRIS_313-8657,CO 19,IND,IND,IG3,India,SAS,7.74,6.28,83.27
,2600,IRIS_313-8658,CP231,TROP,JAP,JG10,United_States,AME,16.12,15.9,96.29
,2601,IRIS_313-8659,YA THAY SAN,IND,IND,IG5,Myanmar,SEA,18.22,17.78,91.6
,2602,IRIS_313-8660,KOTTEYARAN,IND,IND,IG5,Sri_Lanka,SAS,15.25,14.86,89.82
,2603,IRIS_313-8664,SITORU,ARO,JAP,JG9,Indonesia,SEA,10.48,10.31,93.93
,2604,IRIS_313-8665,M 7,TEMP,JAP,JG9,United_States,AME,16.0,15.84,95.73
,2605,IRIS_313-8669,CALROSE 76,TEMP,JAP,JG8,United_States,AME,14.94,14.45,94.45
,2606,IRIS_313-8674,HAWM KRUA,IND,IND,IG2,Thailand,SEA,8.64,6.04,82.27
,2607,IRIS_313-8679,JAO LEUANG,IND,IND,IG2,Thailand,SEA,8.88,6.99,83.36
,2608,IRIS_313-8681,KOLITONDO,IND,IND,IG3,Guinea,AFR,20.0,16.15,86.61
,2609,IRIS_313-8683,JOTA BITCHI 1,IND,IND,IG5,Bangladesh,SAS,10.11,9.87,89.38
,2610,IRIS_313-8687,KEREN FENHO,TROP,JAP,JG9,Guinea-Bissau,AFR,15.59,15.25,94.75
,2611,IRIS_313-8690,NEP HOA VANG,TROP,JAP,JG7,Vietnam,SEA,15.66,15.47,95.94
,2612,IRIS_313-8694,TRES MESES,TROP,JAP,JG9,Brazil,AME,14.43,13.43,94.82
,2613,IRIS_313-8697,YEBAWYIN,IND,IND,IG2,Myanmar,SEA,12.54,9.87,85.3
,2614,IRIS_313-8699,BALASURIYA A,IND,IND,IG1,Sri_Lanka,SAS,9.54,9.29,90.04
,2615,IRIS_313-8702,KHAO PRAHJIN,IND,IND,IG2,Thailand,SEA,11.72,9.47,84.96
,2616,IRIS_313-8703,DA7,IND,IND,IG5,Bangladesh,SAS,29.29,28.59,92.5
,2617,IRIS_313-8704,ROPA,IND,IND,IG5,India,SAS,7.11,6.78,87.58
,2618,IRIS_313-8712,ARC 13829,ARO,ARO,AROG11,India,SAS,10.98,10.74,91.07
,2619,IRIS_313-8713,NELI,IND,IND,IG3,Indonesia,SEA,11.49,9.19,84.89
,2620,IRIS_313-8717,BAZAIL,IND,IND,IG5,Bangladesh,SAS,12.36,12.04,90.77
,2621,IRIS_313-8721,HOLOI BASH(SOLOI BASH),AUS,AUS,AUSG6,Bangladesh,SAS,14.32,13.96,89.18
,2622,IRIS_313-8722,HAWM TOONG,IND,IND,IG2,Thailand,SEA,9.62,7.65,83.98
,2623,IRIS_313-8723,KUTAI PAYA,IND,IND,IG3,Malaysia,SEA,6.66,5.36,82.14
,2624,IRIS_313-8725,PULUT BARAYA,IND,IND,IG3,Indonesia,SEA,23.38,18.74,87.09
,2625,IRIS_313-8727,T 315,IND,IND,IG5,India,SAS,10.81,10.54,90.18
,2626,IRIS_313-8731,NIBARI,IND,IND,IG5,India,SAS,7.58,7.39,88.66
,2627,IRIS_313-8732,WP36,IND,IND,IG1,Thailand,SEA,10.14,9.88,89.68
,2628,IRIS_313-8733,NOLOS,IND,IND,IG5,Bangladesh,SAS,13.25,12.91,90.61
,2629,IRIS_313-8735,NEP NGAU,JAP,JAP,JG7,Vietnam,SEA,11.49,11.31,94.12
,2630,IRIS_313-8737,SADAJIRA 19-287,IND,IND,IG5,Bangladesh,SAS,9.4,9.17,89.38
,2631,IRIS_313-8739,TAI 6,TROP,IND,IG5,Ivory_Coast,AFR,11.98,11.6,90.98
,2632,IRIS_313-8743,NIAO YAO,IND,IND,IG2,Taiwan,EAS,9.85,7.68,82.97
,2633,IRIS_313-8744,REMOL,IND,IND,IG3,Indonesia,SEA,7.79,6.14,82.86
,2634,IRIS_313-8745,SD120 SELN (CI 12320),IND,JAP,JG9,Haiti,AME,15.4,15.13,93.64
,2635,IRIS_313-8747,DOM-ZARD,ARO,ARO,AROG11,Iran,WAS,14.66,12.69,91.37
,2636,IRIS_313-8751,HNANWA,IND,IND,IG2,Myanmar,SEA,17.89,14.56,86.66
,2637,IRIS_313-8754,TYPE 50,IND,IND,IG5,India,SAS,10.56,8.52,88.64
,2638,IRIS_313-8755,NORIN 6,TEMP,JAP,JG7,Japan,EAS,21.65,21.39,97.68
,2639,IRIS_313-8757,NIRGUNI,IND,IND,IG5,India,SAS,10.61,10.14,89.95
,2640,IRIS_313-8765,TIMMURAY,ARO,ARO,AROG11,Bhutan,SAS,8.79,8.62,92.47
,2641,IRIS_313-8767,SIDIK,IND,IND,IG3,Indonesia,SEA,9.56,7.74,84.57
,2642,IRIS_313-8768,MOROFIN,TROP,JAP,JG9,Ivory_Coast,AFR,18.67,18.03,94.78
,2643,IRIS_313-8769,KOSAGI,TROP,JAP,JG9,Guinea,AFR,9.74,9.55,92.13
,2644,IRIS_313-8771,SIMUL KHURI,AUS,AUS,AUSG6,India,SAS,7.15,6.81,86.8
,2645,IRIS_313-8778,SUP BLUE ROSE,TROP,JAP,JG9,United_States,AME,8.35,8.06,93.31
,2646,IRIS_313-8781,TAPANG,IND,IND,IG3,Malaysia,SEA,9.59,7.79,84.6
,2647,IRIS_313-8783,105,IND,AUS,AUSG6,Sri_Lanka,SAS,7.03,6.87,88.7
,2648,IRIS_313-8785,LEUANG AWN,IND,IND,IG2,Thailand,SEA,10.05,8.05,84.33
,2649,IRIS_313-8789,LALSAITA,AUS,AUS,AUSG6,Bangladesh,SAS,9.13,8.88,88.53
,2650,IRIS_313-8791,ARANG,IND,IND,IG3,Indonesia,SEA,10.28,8.36,84.02
,2651,IRIS_313-8793,KHAO THI RATE,IND,IND,IG2,Myanmar,SEA,5.09,4.08,79.64
,2652,IRIS_313-8796,DUDH KADAR,IND,IND,IG5,India,SAS,8.12,7.87,88.85
,2653,IRIS_313-8803,TEXAS PATNA,ADM,JAP,JG10,United_States,AME,17.76,17.47,95.08
,2654,IRIS_313-8811,KATUNG,IND,IND,IG3,Malaysia,SEA,7.78,6.2,83.67
,2655,IRIS_313-8812,RELLY,AUS,IND,IG3,Indonesia,SEA,8.54,6.65,84.81
,2656,IRIS_313-8813,ARC 10497,ARO,ARO,AROG11,India,SAS,14.35,13.49,91.47
,2657,IRIS_313-8814,SHANKA,ARO,ARO,AROG11,Bhutan,SAS,8.96,8.75,90.39
,2658,IRIS_313-8815,JANA(NAM),TROP,JAP,JG8,Bhutan,SAS,11.91,11.75,94.9
,2659,IRIS_313-8822,STRAW 23-400,IND,AUS,AUSG6,Bangladesh,SAS,8.42,7.94,89.37
,2660,IRIS_313-8831,KETAN KUNANG KUNENG,IND,IND,IG3,Indonesia,SEA,8.86,7.16,84.33
,2661,IRIS_313-8833,SIMET 2,IND,IND,IG3,Indonesia,SEA,12.84,10.02,85.89
,2662,IRIS_313-8844,ARC 14060,IND,IND,IG5,India,SAS,8.85,8.62,88.75
,2663,IRIS_313-8846,BAIANG 6,IND,IND,IG5,Indonesia,SEA,10.18,9.92,89.54
,2664,IRIS_313-8850,ASHMBER,IND,IND,IG5,Bangladesh,SAS,10.01,9.74,89.54
,2665,IRIS_313-8854,CHAKOL,IND,IND,IG5,Bangladesh,SAS,7.46,7.14,87.94
,2666,IRIS_313-8856,S 201,TEMP,JAP,JG9,United_States,AME,14.5,14.18,96.34
,2667,IRIS_313-8857,KAMNAM,TROP,JAP,JG8,Bhutan,SAS,12.86,12.69,94.64
,2668,IRIS_313-8859,E ZI 96,ADM,IND,IG4,China,EAS,4.3,3.19,74.61
,2669,IRIS_313-8864,NOROI,IND,AUS,AUSG6,Bangladesh,SAS,27.95,26.3,91.74
,2670,IRIS_313-8865,PADI SEPAH,TROP,JAP,JG9,Indonesia,SEA,12.66,12.46,94.65
,2671,IRIS_313-8870,KHAO PLAH LAI NAK,IND,IND,IG2,Thailand,SEA,9.01,7.33,84.4
,2672,IRIS_313-8872,UNNAMED,TROP,ADM,Adm,Thailand,SEA,12.59,12.14,93.7
,2673,IRIS_313-8873,PAOTSUPAGAIAHON,TEMP,ARO,AROG11,Taiwan,EAS,11.92,11.41,93.86
,2674,IRIS_313-8876,DELITUS,TROP,JAP,JG9,France,WEU,12.21,11.85,94.09
,2675,IRIS_313-8880,PAGAIYAHAN,IND,ADM,Adm,Taiwan,EAS,7.47,5.49,88.06
,2676,IRIS_313-8883,LOMPUG,ADM,JAP,JG7,Malaysia,SEA,16.36,14.37,93.97
,2677,IRIS_313-8884,E-WAWNG,TROP,JAP,JG8,Thailand,SEA,10.21,10.03,93.83
,2678,IRIS_313-8889,LU MAO ZHAN,IND,IND,IG2,China,EAS,7.6,5.96,82.24
,2679,IRIS_313-8890,WIR1072,TEMP,JAP,JG7,Belgium,WEU,8.7,8.46,92.95
,2680,IRIS_313-8894,LEKATAN,TROP,JAP,JG9,Malaysia,SEA,10.83,10.64,93.8
,2681,IRIS_313-8895,LEUANG DAM,IND,IND,IG2,Thailand,SEA,5.01,3.96,78.88
,2682,IRIS_313-8900,ARC 14654,IND,IND,IG5,India,SAS,8.8,8.57,89.09
,2683,IRIS_313-8903,BPI 76 NON-SENSITIVE(GREEN),IND,IND,IG1,Philippines,SEA,8.83,8.6,88.55
,2684,IRIS_313-8909,FAYA MOSHI,IND,IND,IG2,Tanzania,AFR,16.2,12.49,86.3
,2685,IRIS_313-8911,LEK,TROP,ARO,AROG11,Thailand,SEA,26.76,26.09,94.96
,2686,IRIS_313-8914,E 2040,IND,IND,IG1,China,EAS,13.41,13.07,90.85
,2687,IRIS_313-8920,PATALASAFED SUNGHAWADO,IND,IND,IG5,India,SAS,12.62,11.93,90.79
,2688,IRIS_313-8922,AGAI 1,IND,IND,IG5,Indonesia,SEA,14.72,14.34,92.63
,2689,IRIS_313-8923,CALIFORNIA BELLE,ARO,JAP,JG10,United_States,AME,20.86,20.52,95.42
,2690,IRIS_313-8924,KUTTA,IND,IND,IG5,India,SAS,16.64,16.18,90.85
,2691,IRIS_313-8925,KURULUTUDU,IND,IND,IG5,Sri_Lanka,SAS,28.42,27.72,92.03
,2692,IRIS_313-8927,NABESHI,TROP,JAP,JG8,Taiwan,EAS,11.15,9.56,92.66
,2693,IRIS_313-8930,MUKKALA BAZAL,IND,IND,IG2,Bangladesh,SAS,26.31,19.88,87.94
,2694,IRIS_313-8932,PATISAIL,IND,IND,IG2,Bangladesh,SAS,11.72,9.0,84.42
,2695,IRIS_313-8935,ARC 18061,IND,IND,IG1,India,SAS,18.42,17.7,94.32
,2696,IRIS_313-8940,FU ZAO XIAN,IND,IND,IG4,China,EAS,18.29,14.77,87.25
,2697,IRIS_313-8946,ARC 11524,IND,IND,IG4,India,SAS,9.72,7.82,85.34
,2698,IRIS_313-8948,BUCAYAB,IND,IND,IG2,Philippines,SEA,32.14,24.75,87.66
,2699,IRIS_313-8955,LASAT PUTIH,TROP,JAP,JG9,Malaysia,SEA,10.07,9.9,93.69
,2700,IRIS_313-8956,RADEN KARAMUNTING,IND,IND,IG3,Indonesia,SEA,12.4,9.94,85.32
,2701,IRIS_313-8957,BAM 9,IND,IND,IG3,India,SAS,11.75,9.31,85.14
,2702,IRIS_313-8960,BLUEBONNET,IND,JAP,JG10,United_States,AME,12.27,12.07,94.22
,2703,IRIS_313-8963,BATHURI,AUS,AUS,AUSG6,Bangladesh,SAS,12.25,11.86,89.12
,2704,IRIS_313-8967,ARC 12576,IND,IND,IG4,India,SAS,17.77,13.62,87.68
,2705,IRIS_313-8968,KALU ILANKALAYAN,IND,IND,IG5,Sri_Lanka,SAS,10.55,9.97,89.57
,2706,IRIS_313-8976,SKY BONNET,TROP,JAP,JG10,United_States,AME,9.16,8.98,93.37
,2707,IRIS_313-8978,IE MATA CICEM,IND,IND,IG3,Indonesia,SEA,13.75,11.16,85.72
,2708,IRIS_313-8980,E-DAW HAWM,IND,IND,IG2,Thailand,SEA,11.2,7.95,84.15
,2709,IRIS_313-8982,ARC 18112,IND,AUS,AUSG6,India,SAS,16.81,15.12,90.81
,2710,IRIS_313-8985,KHAO HAWM,IND,IND,IG2,Thailand,SEA,16.64,12.85,85.9
,2711,IRIS_313-8986,ARC 10754,IND,AUS,AUSG6,India,SAS,20.48,19.99,91.41
,2712,IRIS_313-8987,SERIBU,TROP,IND,IG5,Malaysia,SEA,8.3,8.08,89.47
,2713,IRIS_313-8988,BANIKAT,IND,IND,IG5,India,SAS,23.44,22.65,91.42
,2714,IRIS_313-8994,ARC 14064,IND,IND,IG4,India,SAS,12.44,9.68,85.51
,2715,IRIS_313-8996,SRAU SENG,IND,IND,IG2,Vietnam,SEA,11.21,8.74,84.85
,2716,IRIS_313-8998,SIGAE,ADM,JAP,JG9,Indonesia,SEA,14.51,14.26,94.08
,2717,IRIS_313-8999,ARC 11430 B,ADM,JAP,JG8,India,SAS,12.26,10.51,92.27
,2718,IRIS_313-9002,KOTOBUKI MOCHI,TEMP,JAP,JG7,Japan,EAS,9.65,9.25,96.96
,2719,IRIS_313-9005,TJERE SUGI,IND,IND,IG3,Indonesia,SEA,14.43,11.69,85.98
,2720,IRIS_313-9006,LONG KHI KRAI,IND,IND,IG2,Thailand,SEA,11.71,9.33,85.34
,2721,IRIS_313-9017,PING SHAN TA TSWEN KU,IND,IND,IG2,China,EAS,11.18,8.99,85.5
,2722,IRIS_313-9019,KAM PAI,IND,IND,IG2,Thailand,SEA,13.99,10.73,84.99
,2723,IRIS_313-9020,LEUANG CHAIYAPHUM,IND,IND,IG2,Thailand,SEA,31.87,24.46,87.4
,2724,IRIS_313-9023,CR60-10,IND,IND,IG1,India,SAS,28.99,28.21,92.04
,2725,IRIS_313-9032,KHAO GRADOOK CHAHNG,IND,IND,IG1,Thailand,SEA,12.18,10.94,89.7
,2726,IRIS_313-9039,MUTTU SAMBA,IND,IND,IG5,Sri_Lanka,SAS,22.11,20.82,91.24
,2727,IRIS_313-9044,IR 42,IND,IND,IG1,Philippines,SEA,14.35,13.78,89.92
,2728,IRIS_313-9048,TSCHINANANGKA,TEMP,JAP,JG8,Bhutan,SAS,16.36,16.13,94.31
,2729,IRIS_313-9049,PATNAI 31-675,IND,IND,IG5,Bangladesh,SAS,9.62,9.37,89.88
,2730,IRIS_313-9050,ANGKARONG,TROP,JAP,JG9,Malaysia,SEA,10.31,10.16,93.95
,2731,IRIS_313-9053,ARC 12536,ADM,ADM,Adm,India,SAS,6.34,6.22,90.01
,2732,IRIS_313-9054,BIDAPIK,IND,IND,IG3,Indonesia,SEA,10.11,8.19,84.93
,2733,IRIS_313-9062,MAE MAI LUD NI,ADM,IND,IG2,Thailand,SEA,13.24,10.22,85.61
,2734,IRIS_313-9065,PAI-CHUEH-CHIU-LIU,IND,IND,IG4,China,EAS,6.9,5.44,82.15
,2735,IRIS_313-9066,AUS 177,IND,IND,IG1,Bangladesh,SAS,37.93,37.07,93.58
,2736,IRIS_313-9067,BHOJON KOLPO,IND,IND,IG5,Bangladesh,SAS,22.51,21.93,91.88
,2737,IRIS_313-9070,KONTOL 86,IND,IND,IG3,Malaysia,SEA,9.79,7.88,84.51
,2738,IRIS_313-9072,MUTA GANJE,IND,IND,IG5,Bangladesh,SAS,12.0,11.62,90.41
,2739,IRIS_313-9081,TAKAO MOCHI,TROP,JAP,JG7,Japan,EAS,11.0,10.86,97.75
,2740,IRIS_313-9083,PANKHARI 203,ARO,ARO,AROG11,India,SAS,8.85,7.21,89.48
,2741,IRIS_313-9091,SINNA SITHIRA KALI,IND,IND,IG3,Sri_Lanka,SAS,10.9,7.78,85.16
,2742,IRIS_313-9097,CANTIK PAUN,IND,IND,IG3,Indonesia,SEA,10.35,8.42,85.2
,2743,IRIS_313-9098,SI MERIA,IND,IND,IG3,Indonesia,SEA,11.47,9.33,85.55
,2744,IRIS_313-9101,DARAWAL,JAP,ADM,Adm,Malaysia,SEA,11.44,11.18,93.93
,2745,IRIS_313-9102,MANUS,IND,IND,IG3,Malaysia,SEA,12.15,9.7,85.16
,2746,IRIS_313-9108,RAYADA,AUS,IND,IG4,Bangladesh,SAS,5.29,4.1,79.87
,2747,IRIS_313-9111,XIA-ZHI-BAI,IND,IND,IG4,China,EAS,10.33,8.31,83.47
,2748,IRIS_313-9112,LEUANG YAI 344,IND,IND,IG2,Thailand,SEA,22.87,17.14,87.66
,2749,IRIS_313-9114,LEUANG 28-1-87,IND,IND,IG4,Thailand,SEA,12.01,9.59,87.67
,2750,IRIS_313-9115,LEUANG YAI 29-12-2,IND,IND,IG2,Thailand,SEA,9.76,7.59,83.93
,2751,IRIS_313-9116,LEUANG YAI 2 B 72,ADM,IND,IG2,Thailand,SEA,18.58,13.95,86.21
,2752,IRIS_313-9117,BAJAR KUNING PAHIT,IND,IND,IG3,Indonesia,SEA,16.34,13.31,86.48
,2753,IRIS_313-9119,LEUANG YAI 29-12-46,IND,IND,IG2,Thailand,SEA,8.92,7.1,83.97
,2754,IRIS_313-9120,SONAPATNAI,TROP,IND,IG1,India,SAS,11.95,10.73,93.99
,2755,IRIS_313-9121,KHAO LEUANG RAI,IND,IND,IG5,Thailand,SEA,19.67,17.8,90.84
,2756,IRIS_313-9123,LEUANG GLIANG,IND,JAP,JG8,Thailand,SEA,10.31,9.83,93.72
,2757,IRIS_313-9129,LAYANDABU,TROP,JAP,JG9,Indonesia,SEA,7.89,7.7,93.11
,2758,IRIS_313-9131,DOC PHUNG D 12,IND,IND,IG2,Vietnam,SEA,15.39,12.56,85.94
,2759,IRIS_313-9137,ARC 10100,AUS,AUS,AUSG6,India,SAS,10.97,10.63,89.8
,2760,IRIS_313-9139,GOJOL GORIA,IND,IND,IG5,Bangladesh,SAS,9.97,9.71,89.71
,2761,IRIS_313-9140,81 A 32,ADM,ADM,Adm,China,EAS,8.74,8.54,93.75
,2762,IRIS_313-9148,BADAL 1163,IND,IND,IG5,Bangladesh,SAS,30.41,29.41,92.0
,2763,IRIS_313-9156,DHOLA AMAN(LOWLAND AMAN),IND,IND,IG5,Bangladesh,SAS,17.78,17.31,91.34
,2764,IRIS_313-9160,THIERNO BANDE,TEMP,IND,IG3,Senegal,AFR,24.24,18.99,87.09
,2765,IRIS_313-9170,TK-DEEP STRAW 34-786,ARO,ARO,AROG11,Bangladesh,SAS,13.66,13.36,91.94
,2766,IRIS_313-9172,ARC 7229,IND,ARO,AROG11,India,SAS,11.95,11.73,91.67
,2767,IRIS_313-9174,KUSHIARA,IND,IND,IG5,Bangladesh,SAS,13.49,13.15,90.39
,2768,IRIS_313-9176,ARC 11359,TROP,JAP,JG8,India,SAS,10.51,10.33,94.24
,2769,IRIS_313-9182,KHAO MON,IND,IND,IG2,Myanmar,SEA,23.09,16.34,86.63
,2770,IRIS_313-9187,WANGKOD,TROP,ADM,Adm,Malaysia,SEA,8.96,8.46,90.59
,2771,IRIS_313-9188,TUMBA,IND,IND,IG3,Indonesia,SEA,8.71,6.97,83.84
,2772,IRIS_313-9190,UNNAMED,TROP,IND,IG4,India,SAS,14.13,11.21,87.78
,2773,IRIS_313-9193,EAN 4 C 1,TEMP,JAP,JG10,Brazil,AME,10.53,10.24,94.4
,2774,IRIS_313-9197,GABAHSI RASAKI C. 90,TEMP,IND,IG2,India,SAS,10.79,8.77,84.42
,2775,IRIS_313-9198,Khao pong aev,IND,IND,IG2,Laos,SEA,18.74,14.52,86.6
,2776,IRIS_313-9201,ARC 6044,IND,JAP,JG8,India,SAS,10.52,10.3,93.75
,2777,IRIS_313-9204,CHI-SHENG-TAO,IND,IND,IG4,China,EAS,9.92,8.07,83.82
,2778,IRIS_313-9208,KACIK TARAM,IND,IND,IG3,Indonesia,SEA,10.22,8.26,84.04
,2779,IRIS_313-9209,LEUANG LAI MAE PRAJAN,IND,IND,IG2,Thailand,SEA,9.06,7.35,83.34
,2780,IRIS_313-9210,KUATEK,IND,IND,IG3,Malaysia,SEA,12.3,9.6,85.58
,2781,IRIS_313-9218,KALO CHAKOL,IND,IND,IG5,Bangladesh,SAS,9.34,8.8,88.65
,2782,IRIS_313-9227,WP65,IND,IND,IG1,Thailand,SEA,12.23,11.6,89.89
,2783,IRIS_313-9228,HOKUSETSU,TEMP,JAP,JG7,Japan,EAS,16.01,15.81,97.12
,2784,IRIS_313-9239,RIMBUN,TEMP,JAP,JG9,Indonesia,SEA,11.9,11.7,92.89
,2785,IRIS_313-9242,SUKARADJA,TROP,ADM,Adm,Indonesia,SEA,14.17,13.87,96.15
,2786,IRIS_313-9243,MACAN BINUNDOK,IND,IND,IG2,Philippines,SEA,10.3,8.26,84.59
,2787,IRIS_313-9249,KANU DAM,IND,JAP,JG7,Cambodia,SEA,7.67,6.83,93.96
,2788,IRIS_313-9251,JANDA LAOR,IND,IND,IG3,Indonesia,SEA,7.92,6.37,82.62
,2789,IRIS_313-9253,YONG JIN ZAO 3,IND,IND,IG4,China,EAS,10.92,8.88,84.28
,2790,IRIS_313-9256,GALWAKA HANDERAN,IND,IND,IG5,Sri_Lanka,SAS,12.61,12.29,90.28
,2791,IRIS_313-9258,MAKRO,IND,IND,IG5,India,SAS,11.55,11.23,90.12
,2792,IRIS_313-9259,G 25,IND,IND,IG5,India,SAS,9.13,8.91,89.17
,2793,IRIS_313-9262,JHODI BIRUN,IND,IND,IG5,Bangladesh,SAS,27.59,26.86,91.73
,2794,IRIS_313-9267,CHIRGUA 1 I-22,TROP,JAP,JG9,Venezuela,AME,9.13,8.93,92.12
,2795,IRIS_313-9271,PURA BINNI,IND,IND,IG5,Bangladesh,SAS,14.37,13.38,90.35
,2796,IRIS_313-9273,RADEN SAWO 1,IND,IND,IG3,Indonesia,SEA,11.26,9.11,85.28
,2797,IRIS_313-9281,KHAO KAI,IND,IND,IG2,Thailand,SEA,10.01,8.11,83.88
,2798,IRIS_313-9283,TAK SUFAID,AUS,AUS,AUSG6,Pakistan,SAS,11.71,10.5,88.73
,2799,IRIS_313-9285,PALEPYU,IND,IND,IG3,Myanmar,SEA,9.09,7.37,83.18
,2800,IRIS_313-9286,LEUANG TAWNG SOOK,IND,IND,IG2,Thailand,SEA,11.15,8.98,85.0
,2801,IRIS_313-9287,SONAMUKHI,IND,IND,IG5,India,SAS,11.62,11.33,90.2
