,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.9424,3.0,97.0,15.0,8.5,2.2,1.8,76.0,15.0,54.0,1.1,26.0,46.0,India,SAS,IND
IRIS_313.10847,5.0,142.0,19.0,8.4,3.4,2.8,130.0,24.0,65.0,1.5,27.0,43.0,India,SAS,IND
IRIS_313.9201,5.0,111.0,14.0,9.1,2.8,2.3,141.0,19.0,48.0,1.0,26.0,60.0,India,SAS,JAP
IRIS_313.10664,4.0,103.0,21.0,8.2,2.7,2.1,97.0,18.0,58.0,1.0,24.0,41.0,India,SAS,IND
IRIS_313.10848,5.0,136.0,10.0,8.6,3.1,2.6,77.0,15.0,54.0,1.9,28.0,36.0,India,SAS,JAP
IRIS_313.10666,4.0,108.0,9.0,9.8,2.9,1.5,97.0,19.0,56.0,1.4,28.0,43.0,India,SAS,IND
IRIS_313.11290,4.0,76.0,16.0,8.6,3.0,2.3,84.0,22.0,57.0,1.4,17.0,38.0,India,SAS,ADM
IRIS_313.10849,5.0,115.0,17.0,8.5,3.3,2.5,70.0,19.0,45.0,1.3,30.0,35.0,India,SAS,AUS
IRIS_313.11255,4.0,124.0,17.0,8.3,2.9,1.8,90.0,20.0,56.0,1.1,24.0,54.0,India,SAS,IND
IRIS_313.8498,4.0,137.0,17.0,8.3,2.8,2.1,130.0,19.0,65.0,1.0,25.0,48.0,India,SAS,ARO
IRIS_313.9172,4.0,92.0,13.0,8.0,3.3,2.9,111.0,18.0,54.0,1.3,28.0,42.0,India,SAS,ARO
IRIS_313.10667,5.0,98.0,16.0,8.2,3.1,3.0,111.0,23.0,55.0,1.4,23.0,40.0,India,SAS,IND
IRIS_313.10668,4.0,121.0,22.0,10.3,2.5,2.9,111.0,20.0,57.0,1.2,26.0,37.0,India,SAS,IND
IRIS_313.10850,6.0,116.0,7.0,8.4,3.8,2.8,81.0,17.0,61.0,1.8,28.0,34.0,India,SAS,ADM
IRIS_313.10933,4.0,124.0,13.0,7.6,3.4,2.7,107.0,23.0,62.0,1.2,23.0,22.0,India,SAS,ARO
IRIS_313.10851,5.0,124.0,13.0,8.4,3.0,2.3,130.0,24.0,58.0,1.2,27.0,36.0,India,SAS,ARO
IRIS_313.10852,5.0,119.0,15.0,7.2,3.5,2.1,62.0,24.0,49.0,1.7,19.0,48.0,India,SAS,AUS
IRIS_313.11291,5.0,113.0,15.0,6.7,2.9,1.7,80.0,22.0,60.0,1.6,27.0,46.0,India,SAS,AUS
IRIS_313.10995,4.0,133.0,13.0,7.8,3.1,2.6,117.0,28.0,73.0,1.4,26.0,32.0,Indonesia,SEA,IND
IRIS_313.10950,5.0,131.0,12.0,8.5,3.3,2.5,103.0,25.0,77.0,1.5,25.0,18.0,Indonesia,SEA,JAP
IRIS_313.11812,6.0,142.0,17.0,10.2,2.8,2.3,115.0,33.0,86.0,1.6,30.0,55.0,Kenya,AFR,IND
IRIS_313.9594,6.0,116.0,20.0,7.5,3.0,2.6,114.0,20.0,50.0,1.4,25.0,41.0,Bangladesh,SAS,IND
IRIS_313.8850,4.0,152.0,23.0,8.2,3.2,2.3,105.0,22.0,53.0,1.4,30.0,36.0,Bangladesh,SAS,IND
IRIS_313.9572,4.0,74.0,10.0,8.5,2.6,2.4,90.0,21.0,51.0,1.0,27.0,51.0,Bhutan,SAS,IND
IRIS_313.10924,5.0,125.0,11.0,9.2,2.8,1.8,94.0,21.0,79.0,1.6,22.0,68.0,Nepal,SAS,IND
IRIS_313.10760,4.0,129.0,12.0,8.4,3.1,1.9,112.0,24.0,61.0,1.6,26.0,30.0,Indonesia,SEA,IND
IRIS_313.11048,5.0,102.0,25.0,8.7,3.2,3.0,68.0,14.0,47.0,1.1,26.0,29.0,Bangladesh,SAS,AUS
IRIS_313.9066,5.0,99.0,22.0,9.4,2.9,2.5,78.0,17.0,53.0,1.5,25.0,30.0,Bangladesh,SAS,IND
IRIS_313.11049,5.0,103.0,25.0,8.2,3.0,2.4,62.0,18.0,54.0,1.1,23.0,39.0,Bangladesh,SAS,AUS
IRIS_313.11050,4.0,113.0,23.0,8.2,3.0,2.5,68.0,18.0,58.0,1.2,24.0,43.0,Bangladesh,SAS,AUS
IRIS_313.11051,4.0,111.0,25.0,8.2,3.0,2.3,68.0,18.0,50.0,1.0,24.0,36.0,Bangladesh,SAS,AUS
IRIS_313.11052,4.0,112.0,23.0,7.5,3.2,2.3,68.0,15.0,54.0,1.3,25.0,39.0,Bangladesh,SAS,AUS
IRIS_313.11053,5.0,119.0,20.0,7.9,3.4,2.7,68.0,20.0,58.0,1.6,25.0,37.0,Bangladesh,SAS,AUS
IRIS_313.11054,4.0,118.0,24.0,8.1,3.2,2.7,68.0,17.0,60.0,1.3,27.0,40.0,Bangladesh,SAS,AUS
IRIS_313.11055,4.0,106.0,22.0,7.5,3.3,2.4,68.0,17.0,61.0,1.2,27.0,38.0,Bangladesh,SAS,AUS
IRIS_313.11056,4.0,103.0,23.0,9.6,3.2,2.7,68.0,15.0,42.0,1.2,21.0,40.0,Bangladesh,SAS,AUS
IRIS_313.11057,4.0,125.0,20.0,8.2,3.1,2.5,62.0,19.0,57.0,1.2,26.0,43.0,Bangladesh,SAS,AUS
IRIS_313.11058,5.0,124.0,21.0,8.6,3.2,2.6,72.0,20.0,51.0,1.3,26.0,40.0,Bangladesh,SAS,AUS
IRIS_313.11059,4.0,117.0,23.0,9.0,3.3,3.0,68.0,15.0,44.0,1.2,23.0,42.0,Bangladesh,SAS,AUS
IRIS_313.11060,5.0,130.0,22.0,8.3,3.1,2.2,68.0,15.0,49.0,1.6,23.0,34.0,Bangladesh,SAS,AUS
IRIS_313.8641,4.0,110.0,26.0,9.0,2.6,1.9,72.0,19.0,41.0,1.7,30.0,36.0,Bangladesh,SAS,AUS
IRIS_313.11061,4.0,107.0,15.0,8.6,3.1,2.4,68.0,19.0,44.0,1.3,25.0,31.0,Bangladesh,SAS,AUS
IRIS_313.11773,5.3,103.0,19.0,8.7,3.1,2.7,118.0,21.0,58.0,1.2,26.0,45.0,Gambia,AFR,IND
IRIS_313.9294,6.0,81.0,19.0,8.6,2.5,2.5,142.0,17.0,35.0,1.3,26.0,35.0,Gambia,AFR,IND
IRIS_313.11047,4.0,107.0,18.0,7.7,3.1,2.1,68.0,16.0,58.0,1.6,24.0,33.0,Bangladesh,SAS,AUS
IRIS_313.11348,4.0,100.0,19.0,9.3,3.0,2.3,80.0,18.0,58.0,1.2,25.0,62.0,India,SAS,AUS
IRIS_313.8288,5.0,105.0,15.0,9.7,3.1,3.0,73.0,21.0,49.0,1.5,27.0,58.0,Madagascar,AFR,IND
IRIS_313.11109,5.0,91.0,9.0,9.0,3.9,2.1,77.0,12.0,47.0,1.6,25.0,33.0,Liberia,AFR,JAP
IRIS_313.11108,4.0,131.0,17.0,10.5,2.9,2.6,91.0,18.0,70.0,1.5,27.0,34.0,Liberia,AFR,IND
IRIS_313.11160,4.0,119.0,16.0,9.9,2.8,2.2,98.0,21.0,60.0,1.1,24.0,40.0,Liberia,AFR,IND
IRIS_313.11656,4.0,105.0,16.0,8.7,2.5,2.5,88.0,19.0,43.0,1.2,24.0,29.0,Indonesia,SEA,IND
IRIS_313.10332,6.4,111.0,15.0,8.5,2.6,2.4,107.0,17.0,43.6,1.6,28.2,35.0,Indonesia,SEA,IND
IRIS_313.9452,3.0,83.0,10.0,9.2,2.5,2.1,92.0,7.0,46.0,1.0,23.0,40.0,United_States,AME,JAP
IRIS_313.10334,4.6,86.0,20.0,7.9,2.8,2.4,84.0,17.0,41.0,1.5,24.8,37.0,Indonesia,SEA,IND
IRIS_313.10333,5.7,86.0,20.0,7.7,2.8,2.4,84.0,17.0,43.2,1.4,23.6,36.0,Indonesia,SEA,IND
IRIS_313.10336,5.0,113.0,13.0,8.5,2.7,2.5,92.0,18.0,49.4,1.7,21.4,37.0,Laos,SEA,JAP
IRIS_313.10337,6.0,116.0,11.0,8.4,2.9,2.7,95.0,19.0,45.0,1.5,23.2,49.0,Indonesia,SEA,IND
IRIS_313.10708,5.0,85.0,9.0,9.2,2.6,2.4,69.0,11.0,50.0,1.3,27.0,38.0,United_States,AME,JAP
IRIS_313.11239,4.0,121.0,14.0,10.3,2.9,2.5,94.0,18.0,59.0,1.4,28.0,40.0,Indonesia,SEA,IND
IRIS_313.9574,4.0,92.0,15.0,9.1,2.6,2.1,124.0,15.0,43.0,1.3,26.0,44.0,Brunei_Darussalam,SEA,IND
IRIS_313.9730,5.0,99.0,20.0,8.2,3.0,2.4,81.0,14.0,40.0,1.2,25.0,52.0,China,EAS,IND
IRIS_313.10576,6.0,168.0,20.0,10.3,3.1,3.0,118.0,24.0,80.0,1.8,31.0,34.0,Sierra_Leone,AFR,IND
IRIS_313.11349,4.0,122.0,16.0,9.8,2.8,2.6,102.0,20.0,62.0,1.1,17.0,52.0,India,SAS,IND
IRIS_313.10837,4.0,89.0,17.0,6.9,3.4,2.3,67.0,17.0,50.0,1.2,26.0,26.0,South_Korea,EAS,JAP
IRIS_313.9148,5.0,162.0,14.0,7.8,3.2,2.4,111.0,18.0,61.0,1.4,20.0,53.0,Bangladesh,SAS,IND
IRIS_313.10539,5.0,148.0,25.0,8.1,3.3,2.7,131.0,33.0,82.0,1.2,25.0,29.0,Bangladesh,SAS,IND
IRIS_313.10971,5.0,150.0,19.0,8.2,3.3,2.4,98.0,19.0,68.0,1.5,24.0,31.0,Bangladesh,SAS,IND
IRIS_313.11218,5.0,131.0,14.0,6.4,2.6,1.2,128.0,21.0,60.0,1.5,21.0,33.0,Bangladesh,SAS,ARO
IRIS_313.9403,5.0,128.0,25.0,8.6,2.6,2.1,105.0,29.0,59.0,1.0,26.0,33.0,India,SAS,IND
IRIS_313.10211,4.3,113.0,20.0,8.1,2.9,2.3,77.0,14.0,42.0,1.3,22.0,60.0,China,EAS,IND
IRIS_313.11571,4.0,95.0,24.0,8.2,3.5,3.0,72.0,11.0,50.0,0.7,19.0,29.0,China,EAS,JAP
IRIS_313.11572,5.0,114.0,14.0,8.5,3.2,2.1,97.0,13.0,57.0,1.5,27.0,43.0,China,EAS,IND
IRIS_313.11852,2.3,73.0,15.0,8.3,2.7,3.9,85.0,17.0,34.0,1.1,21.0,35.0,China,EAS,IND
IRIS_313.11878,5.0,118.0,18.0,8.3,3.1,2.6,79.0,17.0,50.0,1.5,23.0,50.0,China,EAS,IND
IRIS_313.8846,5.0,112.0,25.0,8.7,3.1,2.8,116.0,18.0,59.0,1.5,30.0,20.0,Indonesia,SEA,IND
IRIS_313.11350,4.0,131.0,18.0,6.8,2.9,1.7,106.0,20.0,62.0,1.5,31.0,41.0,India,SAS,ARO
IRIS_313.11164,5.0,103.0,13.0,10.7,3.0,2.8,78.0,23.0,57.0,1.7,25.0,49.0,India,SAS,AUS
IRIS_313.10996,4.0,101.0,25.0,9.7,2.9,2.4,89.0,18.0,47.0,1.3,24.0,29.0,Indonesia,SEA,IND
IRIS_313.8699,4.0,93.0,16.0,8.2,3.4,2.7,114.0,23.0,53.0,1.6,26.0,44.0,Sri_Lanka,SAS,IND
IRIS_313.10990,5.0,135.0,15.0,7.5,3.5,2.6,85.0,22.0,69.0,1.5,27.0,32.0,Philippines,SEA,IND
IRIS_313.10761,5.0,148.0,21.0,8.5,3.4,3.1,116.0,18.0,70.0,1.9,31.0,52.0,Indonesia,SEA,JAP
IRIS_313.8637,3.0,92.0,16.0,7.2,3.0,2.0,79.0,12.0,34.0,0.9,21.0,35.0,Bhutan,SAS,JAP
IRIS_313.11496,6.0,107.0,13.0,9.2,3.3,3.3,120.0,15.0,56.0,1.9,30.0,38.0,Indonesia,SEA,JAP
IRIS_313.8957,6.0,140.0,25.0,8.6,2.9,2.6,131.0,26.0,76.0,1.4,27.0,22.0,India,SAS,IND
IRIS_313.11020,5.0,114.0,13.0,9.7,2.8,3.0,72.0,19.0,59.0,1.3,27.0,46.0,Pakistan,SAS,AUS
IRIS_313.9953,5.0,97.0,15.0,8.8,3.1,2.8,90.0,18.0,52.0,1.5,24.0,37.0,Mexico,AME,IND
IRIS_313.11351,4.0,128.0,18.0,9.4,2.7,2.2,111.0,33.0,54.0,1.1,24.0,57.0,India,SAS,IND
IRIS_313.10942,4.0,105.0,20.0,8.9,2.9,2.3,120.0,18.0,49.0,1.5,25.0,15.0,Indonesia,SEA,IND
IRIS_313.10525,6.0,124.0,25.0,8.1,2.6,2.2,151.0,26.0,78.0,1.5,28.0,22.0,Indonesia,SEA,IND
IRIS_313.10762,5.0,146.0,15.0,8.4,3.0,2.9,111.0,19.0,60.0,1.2,25.0,52.0,Indonesia,SEA,IND
IRIS_313.8988,6.3,131.0,19.0,8.7,3.0,2.8,97.0,18.0,56.0,1.3,27.0,34.0,India,SAS,IND
IRIS_313.8626,5.0,133.0,11.0,8.2,3.9,3.3,96.0,18.0,62.0,1.9,19.0,44.0,Malaysia,SEA,JAP
IRIS_313.10045,6.0,125.0,18.0,9.3,2.7,2.7,122.0,28.0,56.0,1.3,19.0,40.0,Gambia,AFR,IND
IRIS_313.11021,4.0,137.0,21.0,10.0,2.4,2.4,78.0,29.0,59.0,1.5,37.0,30.0,Pakistan,SAS,ARO
IRIS_313.11448,4.0,131.0,11.0,8.2,3.6,3.0,104.0,15.0,44.0,1.2,25.0,49.0,India,SAS,IND
IRIS_313.9384,4.0,105.0,17.0,8.0,2.1,1.3,84.0,19.0,46.0,1.1,24.0,52.0,India,SAS,IND
IRIS_313.10731,4.0,110.0,14.0,8.3,3.2,2.4,84.0,19.0,49.0,1.1,25.0,36.0,Nepal,SAS,IND
IRIS_313.8656,4.0,117.0,16.0,9.7,2.4,2.0,84.0,35.0,67.0,1.2,30.0,35.0,Pakistan,SAS,ARO
IRIS_313.11022,4.0,143.0,20.0,9.5,2.4,2.4,84.0,29.0,65.0,1.2,32.0,33.0,Pakistan,SAS,ARO
IRIS_313.11023,4.0,128.0,18.0,9.6,2.5,2.3,78.0,21.0,63.0,1.5,31.0,31.0,Pakistan,SAS,ARO
IRIS_313.8341,5.0,118.0,15.0,8.8,2.6,1.6,129.0,19.0,44.0,0.8,22.0,31.0,Vietnam,SEA,IND
IRIS_313.8963,4.0,100.0,25.0,8.0,3.1,2.6,65.0,23.0,64.0,1.0,20.0,22.0,Bangladesh,SAS,AUS
IRIS_313.11123,5.0,148.0,12.0,8.5,3.3,2.4,107.0,25.0,65.0,1.2,24.0,39.0,Bangladesh,SAS,AUS
IRIS_313.11124,5.0,166.0,13.0,8.5,3.5,2.3,107.0,15.0,48.0,1.6,29.0,37.0,Bangladesh,SAS,AUS
IRIS_313.8717,4.0,138.0,13.0,8.0,3.2,2.6,119.0,28.0,66.0,1.6,27.0,47.0,Bangladesh,SAS,IND
IRIS_313.11024,5.0,109.0,25.0,9.9,3.0,3.0,78.0,20.0,54.0,1.2,27.0,37.0,Pakistan,SAS,AUS
IRIS_313.9641,4.0,76.0,14.0,8.8,2.4,2.2,76.0,24.0,50.0,1.2,26.0,41.0,India,SAS,AUS
IRIS_313.11062,4.0,145.0,23.0,5.7,2.9,1.4,68.0,15.0,60.0,1.0,27.0,36.0,Bangladesh,SAS,ARO
IRIS_313.10542,6.0,99.0,15.0,8.0,3.3,2.5,83.0,18.0,59.0,1.2,24.0,25.0,India,SAS,IND
IRIS_313.10569,5.0,66.0,15.0,7.7,3.8,3.0,93.0,11.0,41.0,1.1,19.0,16.0,Japan,EAS,JAP
IRIS_313.11165,4.0,99.0,14.0,8.1,3.0,2.4,83.0,22.0,57.0,1.6,26.0,31.0,India,SAS,AUS
IRIS_313.11756,7.0,83.0,16.0,8.7,2.9,2.5,102.0,15.0,50.0,1.8,25.0,42.0,Madagascar,AFR,JAP
IRIS_313.9551,4.0,109.0,20.0,9.2,2.4,2.4,110.0,18.0,53.0,1.1,27.0,35.0,Madagascar,AFR,ADM
IRIS_313.11043,4.0,164.0,14.0,7.9,3.1,2.1,131.0,20.0,52.0,1.7,25.0,21.0,Malaysia,SEA,IND
IRIS_313.9782,5.0,76.0,10.0,7.3,3.5,2.5,80.0,11.0,43.0,1.1,19.0,17.0,Peru,AME,JAP
IRIS_313.9783,4.0,83.0,10.0,9.1,2.6,2.3,80.0,18.0,48.0,0.9,20.0,19.0,Afghanistan,SAS,ARO
IRIS_313.9771,4.0,86.0,10.0,7.1,3.3,1.6,89.0,12.0,43.0,0.9,22.0,15.0,Austria,EUR,JAP
IRIS_313.10083,3.3,72.0,17.0,9.0,3.3,2.7,89.0,9.0,30.0,1.0,16.0,23.0,Spain,EUR,JAP
IRIS_313.8314,5.0,115.0,14.0,9.1,3.2,3.0,106.0,24.0,71.0,2.0,37.0,52.0,Indonesia,SEA,JAP
IRIS_313.8321,5.0,129.0,25.0,7.4,3.1,2.4,131.0,16.0,57.0,1.5,24.0,21.0,Bangladesh,SAS,AUS
IRIS_313.11596,3.0,63.0,12.0,6.2,2.8,1.4,86.0,15.0,43.0,1.0,14.0,29.0,India,SAS,IND
IRIS_313.9360,5.0,131.0,13.0,9.8,2.8,2.6,111.0,15.0,51.0,1.3,20.0,38.0,India,SAS,IND
IRIS_313.11597,3.0,71.0,15.0,7.5,3.1,2.5,82.0,19.0,63.0,1.3,20.0,44.0,India,SAS,IND
IRIS_313.9067,5.0,103.0,13.0,9.9,3.3,2.1,103.0,34.0,39.0,1.2,27.0,36.0,Bangladesh,SAS,IND
IRIS_313.11822,5.0,155.0,15.0,9.1,3.1,2.6,111.0,21.0,60.0,1.3,25.0,47.0,India,SAS,IND
IRIS_313.11823,5.0,156.0,19.0,9.6,3.0,2.0,118.0,25.0,74.0,1.3,29.0,44.0,India,SAS,IND
IRIS_313.11166,4.0,106.0,17.0,8.2,3.0,2.3,67.0,15.0,56.0,1.1,21.0,41.0,India,SAS,AUS
IRIS_313.9054,9.1,142.0,12.0,7.2,2.8,1.7,151.0,22.0,57.6,1.4,27.4,44.0,Indonesia,SEA,IND
IRIS_313.11947,5.0,103.0,21.0,8.7,3.0,2.6,98.0,21.0,59.0,0.8,22.0,59.0,China,EAS,IND
IRIS_313.11563,4.0,133.0,20.0,8.6,3.3,2.8,126.0,16.0,70.0,1.2,22.0,45.0,Nepal,SAS,IND
IRIS_313.9897,5.0,109.0,10.0,9.3,3.5,3.2,103.0,13.0,62.0,1.7,25.0,25.0,Philippines,SEA,JAP
IRIS_313.10827,4.0,118.0,13.0,8.7,2.9,2.2,77.0,6.0,49.0,1.7,24.0,48.0,Philippines,SEA,JAP
IRIS_313.11481,4.0,96.0,16.0,9.5,2.8,2.7,88.0,21.0,61.0,1.5,20.0,35.0,Bangladesh,SAS,AUS
IRIS_313.10448,6.0,120.0,20.0,8.2,3.2,2.1,94.0,32.0,83.0,2.0,26.0,22.0,Philippines,SEA,IND
IRIS_313.9503,5.2,84.0,21.0,8.7,2.8,2.9,87.0,19.0,43.8,1.5,28.6,34.0,Philippines,SEA,IND
IRIS_313.11491,4.0,102.0,22.0,8.5,2.8,2.3,100.0,23.0,47.0,1.1,24.0,39.0,India,SAS,IND
IRIS_313.11114,4.0,145.0,17.0,8.5,2.5,1.7,112.0,20.0,63.0,1.3,32.0,34.0,Bangladesh,SAS,IND
IRIS_313.9348,4.0,122.0,30.0,9.6,2.8,2.3,102.0,20.0,63.0,1.2,22.0,55.0,India,SAS,IND
IRIS_313.11192,4.0,122.0,17.0,11.0,2.8,3.2,98.0,16.0,60.0,1.3,25.0,64.0,Thailand,SEA,IND
IRIS_313.11219,4.0,145.0,14.0,9.9,3.3,3.3,157.0,19.0,63.0,1.4,26.0,56.0,Bangladesh,SAS,IND
IRIS_313.8356,5.0,109.0,7.0,8.3,3.8,3.8,88.0,16.0,57.0,1.9,29.0,45.0,Philippines,SEA,JAP
IRIS_313.11325,3.0,75.0,26.0,11.0,2.9,3.1,78.0,11.0,35.0,1.0,29.0,40.0,Philippines,SEA,IND
IRIS_313.9491,4.0,61.0,10.0,9.4,2.4,1.8,88.0,6.0,53.0,1.4,24.0,44.0,United_States,AME,JAP
IRIS_313.8960,6.0,107.0,20.0,10.1,2.6,2.6,82.0,13.0,58.0,1.6,24.0,21.0,United_States,AME,JAP
IRIS_313.8431,5.0,99.0,10.0,8.4,4.3,1.9,102.0,18.0,67.0,1.3,27.0,41.0,Philippines,SEA,JAP
IRIS_313.10016,4.0,72.0,14.0,10.0,2.6,2.2,102.0,19.0,44.0,1.1,25.0,25.0,Iran,WAS,IND
IRIS_313.8339,4.3,48.0,9.0,9.5,2.5,2.6,86.0,5.0,36.0,1.2,20.0,26.0,United_States,AME,JAP
IRIS_313.10554,5.0,110.0,15.0,9.5,2.6,2.3,129.0,15.0,51.0,0.9,23.0,36.0,Vietnam,SEA,IND
IRIS_313.11482,5.0,113.0,31.0,8.8,3.3,3.1,103.0,25.0,52.0,1.0,21.0,30.0,Bangladesh,SAS,AUS
IRIS_313.10684,7.7,142.0,11.0,7.2,3.0,2.6,151.0,22.0,47.4,1.6,28.4,50.0,Malaysia,SEA,IND
IRIS_313.10979,5.0,124.0,15.0,8.2,3.1,3.0,75.0,17.0,49.0,1.3,22.0,27.0,Bangladesh,SAS,AUS
IRIS_313.11757,5.0,135.0,24.0,7.7,2.5,2.0,146.0,15.0,59.0,1.2,24.0,44.0,Madagascar,AFR,IND
IRIS_313.11064,4.0,132.0,23.0,7.8,3.0,2.1,62.0,12.0,40.0,1.0,24.0,42.0,Bangladesh,SAS,AUS
IRIS_313.11065,5.0,128.0,31.0,7.7,3.1,2.3,68.0,9.0,47.0,1.0,21.0,40.0,Bangladesh,SAS,AUS
IRIS_313.11063,4.0,126.0,28.0,7.9,2.9,2.3,68.0,9.0,53.0,0.9,23.0,39.0,Bangladesh,SAS,AUS
IRIS_313.10983,4.0,122.0,24.0,8.5,2.9,2.2,104.0,25.0,62.0,1.1,29.0,35.0,Bangladesh,SAS,IND
IRIS_313.11483,4.0,81.0,8.0,8.0,3.9,3.1,77.0,17.0,33.0,1.0,18.0,28.0,Bangladesh,SAS,AUS
IRIS_313.11013,5.0,108.0,15.0,8.3,3.5,3.0,62.0,18.0,58.0,1.2,20.0,48.0,Bangladesh,SAS,AUS
IRIS_313.10041,5.0,137.0,18.0,9.0,3.6,2.9,108.0,28.0,75.0,1.2,24.0,53.0,Madagascar,AFR,JAP
IRIS_313.9697,6.3,125.0,16.0,8.2,2.6,2.1,148.0,24.0,71.0,1.2,29.0,40.0,Thailand,SEA,IND
IRIS_313.8903,6.0,97.0,10.0,8.8,2.6,2.0,112.0,15.0,50.0,1.2,27.0,22.0,Philippines,SEA,IND
IRIS_313.11241,5.0,140.0,22.0,8.4,2.7,1.7,123.0,18.0,65.0,1.4,24.0,48.0,Bangladesh,SAS,IND
IRIS_313.10340,7.2,147.0,11.0,8.4,2.6,2.5,122.0,18.0,58.8,2.0,21.4,49.0,Bangladesh,SAS,IND
IRIS_313.11326,4.0,122.0,19.0,8.5,3.0,2.5,100.0,17.0,49.0,1.4,24.0,32.0,Bangladesh,SAS,IND
IRIS_313.11200,6.0,119.0,24.0,7.9,2.9,2.1,118.0,20.0,44.0,1.7,26.0,39.0,India,SAS,IND
IRIS_313.10341,8.8,128.0,13.0,8.1,3.0,3.1,122.0,15.0,45.4,1.5,25.2,40.0,Bangladesh,SAS,IND
IRIS_313.10161,4.0,79.0,14.0,9.8,2.4,2.4,106.0,13.0,46.0,1.1,25.0,18.0,Brazil,AME,IND
IRIS_313.11425,4.0,100.0,7.0,9.7,3.1,3.0,92.0,17.0,51.0,1.3,24.0,50.0,Brazil,AME,ADM
IRIS_313.10935,5.0,140.0,12.0,9.8,2.6,2.5,115.0,25.0,64.0,1.4,30.0,21.0,Indonesia,SEA,IND
IRIS_313.11853,4.7,94.0,15.0,7.7,2.9,2.2,84.0,20.0,64.0,1.1,24.0,63.0,China,EAS,IND
IRIS_313.11913,6.0,143.0,18.0,9.3,2.9,2.5,107.0,14.0,60.0,1.6,25.0,42.0,Philippines,SEA,JAP
IRIS_313.11127,5.0,99.0,6.0,8.5,3.2,2.6,75.0,15.0,57.0,1.7,25.0,28.0,Myanmar,SEA,JAP
IRIS_313.8948,5.0,146.0,16.0,8.7,2.9,2.5,124.0,25.0,64.0,1.4,29.0,58.0,Philippines,SEA,IND
IRIS_313.11352,4.0,123.0,25.0,7.8,3.4,2.7,108.0,16.0,46.0,1.4,26.0,58.0,India,SAS,ARO
IRIS_313.11834,5.0,99.0,12.0,10.0,3.1,2.8,140.0,24.0,78.0,1.9,28.0,41.0,Thailand,SEA,JAP
IRIS_313.10699,5.0,156.0,10.0,8.5,3.2,2.4,156.0,20.0,70.0,1.5,31.0,37.0,Malaysia,SEA,IND
IRIS_313.11044,4.0,129.0,11.0,8.2,3.7,2.9,110.0,19.0,65.0,1.7,23.0,28.0,Malaysia,SEA,JAP
IRIS_313.10945,5.0,145.0,9.0,7.0,3.5,2.6,103.0,20.0,65.0,2.5,25.0,19.0,Indonesia,SEA,JAP
IRIS_313.10258,4.5,74.0,15.0,10.2,2.6,2.5,73.0,10.0,36.0,0.6,25.4,46.0,Chile,AME,JAP
IRIS_313.11970,5.0,97.0,17.0,8.6,2.1,1.7,116.0,12.0,60.0,1.9,25.0,25.0,Indonesia,SEA,JAP
IRIS_313.11673,4.0,107.0,11.0,7.4,2.6,1.9,98.0,7.0,52.0,1.6,22.0,43.0,Philippines,SEA,JAP
IRIS_313.10644,5.0,106.0,7.0,9.0,4.0,3.3,74.0,14.0,62.0,1.7,26.0,36.0,Philippines,SEA,JAP
IRIS_313.11917,5.7,110.0,17.0,6.3,3.4,2.1,83.0,15.0,49.0,1.6,23.0,40.0,India,SAS,AUS
IRIS_313.10002,4.0,60.0,20.0,7.8,2.7,2.5,114.0,19.0,37.0,1.2,24.0,15.0,Sri_Lanka,SAS,IND
IRIS_313.9818,5.0,100.0,12.0,11.8,2.9,2.9,111.0,18.0,48.0,1.0,32.0,64.0,Mexico,AME,IND
IRIS_313.11423,4.0,104.0,14.0,8.6,2.7,1.4,88.0,17.0,56.0,1.3,25.0,36.0,Philippines,SEA,IND
IRIS_313.11431,4.0,87.0,14.0,9.7,2.9,2.4,94.0,12.0,40.0,1.1,25.0,32.0,Philippines,SEA,IND
IRIS_313.11410,5.0,139.0,22.0,7.9,2.4,2.3,116.0,35.0,75.0,1.0,28.0,55.0,Myanmar,SEA,IND
IRIS_313.10547,6.0,128.0,25.0,8.7,3.5,2.9,141.0,18.0,61.0,1.8,29.0,34.0,Myanmar,SEA,IND
IRIS_313.10001,4.0,74.0,9.0,9.6,2.4,2.6,86.0,14.0,41.0,1.3,24.0,39.0,Taiwan,EAS,IND
IRIS_313.11890,4.0,77.0,15.0,7.6,3.6,2.6,80.0,21.0,47.0,1.1,19.0,37.0,Taiwan,EAS,JAP
IRIS_313.11896,5.0,118.0,21.0,7.6,2.6,2.6,138.0,22.0,57.0,1.1,21.0,25.0,Vietnam,SEA,IND
IRIS_313.11380,5.0,112.0,8.0,6.9,3.1,2.0,102.0,15.0,61.0,1.5,29.0,40.0,Philippines,SEA,ADM
IRIS_313.11354,4.0,119.0,20.0,7.1,2.6,2.2,96.0,20.0,43.0,1.4,22.0,52.0,India,SAS,IND
IRIS_313.11379,6.0,103.0,16.0,8.2,2.9,2.3,129.0,14.0,59.0,1.6,28.0,60.0,Philippines,SEA,JAP
IRIS_313.11096,5.0,153.0,16.0,8.4,3.2,2.3,153.0,16.0,83.0,1.3,24.0,60.0,Vietnam,SEA,IND
IRIS_313.8923,5.0,81.0,17.0,9.8,2.4,2.5,76.0,11.0,47.0,1.3,24.0,37.0,United_States,AME,JAP
