,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.10958,5.0,129.0,10.0,9.4,2.3,1.8,103.0,17.0,67.0,2.2,29.0,15.0,Indonesia,SEA,JAP
IRIS_313.10736,5.0,96.0,18.0,6.5,2.8,1.6,73.0,17.0,34.0,1.2,21.0,28.0,Nepal,SAS,AUS
IRIS_313.8323,5.0,107.0,35.0,9.1,2.3,2.0,94.0,16.0,65.0,1.5,28.0,21.0,United_States,AME,JAP
IRIS_313.10074,4.0,67.0,12.0,7.8,3.1,2.3,74.0,11.0,32.0,1.1,18.0,43.0,Japan,EAS,JAP
IRIS_313.9523,6.0,68.0,20.0,7.6,3.6,2.5,69.0,11.0,40.0,1.2,18.0,19.0,Japan,EAS,JAP
IRIS_313.8400,4.0,75.0,20.0,7.6,3.7,2.6,74.0,5.0,34.0,1.4,19.0,16.0,Japan,EAS,JAP
IRIS_313.9789,5.0,79.0,20.0,7.8,3.3,2.4,85.0,12.0,36.0,1.2,23.0,17.0,Japan,EAS,JAP
IRIS_313.9239,5.0,161.0,16.0,10.1,3.3,2.9,109.0,19.0,70.0,1.5,23.0,48.0,Indonesia,SEA,JAP
IRIS_313.10034,5.0,140.0,20.0,10.7,2.7,2.8,124.0,18.0,67.0,1.1,24.0,56.0,Niger,AFR,IND
IRIS_313.10035,6.0,112.0,15.0,9.3,3.3,2.6,126.0,20.0,58.0,1.8,25.0,41.0,Madagascar,AFR,ADM
IRIS_313.10552,6.0,115.0,10.0,9.0,3.3,2.5,101.0,15.0,65.0,1.4,28.0,33.0,United_States,AME,JAP
IRIS_313.9937,4.0,71.0,15.0,9.8,3.3,2.8,76.0,11.0,42.0,0.9,18.0,44.0,Italy,EUR,JAP
IRIS_313.9740,5.0,88.0,16.0,8.9,2.9,2.2,105.0,15.0,42.0,1.1,21.0,58.0,Madagascar,AFR,IND
IRIS_313.11772,6.5,131.0,22.0,9.2,2.9,2.6,92.0,24.0,47.8,1.1,27.6,43.0,Madagascar,AFR,IND
IRIS_313.11668,3.0,60.0,16.0,8.5,3.0,2.1,74.0,15.0,31.0,1.2,20.0,30.0,China,EAS,IND
IRIS_313.8704,6.0,120.0,19.0,10.4,2.9,3.1,120.0,18.0,52.0,1.5,23.0,40.0,India,SAS,IND
IRIS_313.11247,4.0,68.0,13.0,9.3,3.0,2.5,70.0,14.0,46.0,1.3,23.0,40.0,India,SAS,IND
IRIS_313.11245,4.0,84.0,12.0,9.2,2.7,1.9,78.0,15.0,48.0,1.5,24.0,35.0,India,SAS,IND
IRIS_313.9566,4.0,73.0,14.0,9.9,2.9,2.3,88.0,13.0,41.0,1.1,26.0,30.0,India,SAS,IND
IRIS_313.9604,4.0,71.0,13.0,9.0,2.8,2.3,77.0,9.0,40.0,1.7,24.0,36.0,India,SAS,IND
IRIS_313.9522,4.0,53.0,16.0,9.5,2.4,2.2,84.0,17.0,42.0,1.1,20.0,33.0,India,SAS,IND
IRIS_313.10412,5.6,88.0,17.0,7.5,2.8,3.0,85.0,13.0,38.8,1.3,25.4,35.0,Indonesia,SEA,IND
IRIS_313.9429,5.0,126.0,20.0,7.0,3.2,1.8,108.0,21.0,60.0,1.3,28.0,24.0,Vietnam,SEA,IND
IRIS_313.11178,6.0,160.0,11.0,9.8,3.0,2.8,124.0,20.0,74.0,1.4,30.0,57.0,Indonesia,SEA,IND
IRIS_313.10318,6.4,64.0,30.0,11.2,2.4,2.6,87.0,16.0,32.6,0.6,24.8,29.0,Guyana,AME,IND
IRIS_313.10477,5.0,95.0,20.0,8.4,3.0,2.3,80.0,21.0,60.0,1.2,24.0,18.0,China,EAS,IND
IRIS_313.8856,4.0,40.0,9.0,7.9,3.7,2.8,66.0,8.0,32.0,0.8,16.0,20.0,United_States,AME,JAP
IRIS_313.11687,7.3,161.0,14.0,9.5,2.6,2.8,136.0,23.0,59.6,1.7,29.8,42.0,Thailand,SEA,IND
IRIS_313.11392,5.0,133.0,18.0,9.7,2.8,2.0,118.0,17.0,60.0,1.6,20.0,36.0,Thailand,SEA,IND
IRIS_313.12296,6.3,163.0,11.0,8.1,2.6,2.3,115.0,29.0,48.0,1.9,27.2,42.0,Myanmar,SEA,IND
IRIS_313.11789,5.0,111.0,13.0,10.2,2.8,2.6,131.0,16.0,48.0,1.5,29.0,42.0,Madagascar,AFR,ADM
IRIS_313.11162,4.0,73.0,17.0,10.6,2.9,2.6,88.0,27.0,58.0,1.5,25.0,36.0,Indonesia,SEA,IND
IRIS_313.11370,4.0,138.0,15.0,9.0,3.5,3.2,96.0,19.0,53.0,1.4,20.0,32.0,India,SAS,IND
IRIS_313.10642,3.0,51.0,20.0,7.6,3.4,2.6,81.0,12.0,36.0,1.2,17.0,29.0,Japan,EAS,JAP
IRIS_313.11173,5.0,112.0,15.0,9.7,2.7,2.5,83.0,15.0,61.0,1.4,24.0,50.0,India,SAS,AUS
IRIS_313.9325,6.0,77.0,20.0,9.1,2.7,2.5,119.0,17.0,48.0,1.5,26.0,30.0,Bangladesh,SAS,IND
IRIS_313.11225,4.0,133.0,17.0,8.9,2.5,2.0,146.0,22.0,52.0,1.3,25.0,58.0,Bangladesh,SAS,IND
IRIS_313.11226,5.0,160.0,14.0,9.4,3.0,2.4,130.0,21.0,80.0,1.3,31.0,65.0,Bangladesh,SAS,IND
IRIS_313.8737,5.0,144.0,15.0,9.8,3.0,2.4,124.0,23.0,73.0,1.2,29.0,55.0,Bangladesh,SAS,IND
IRIS_313.11227,5.0,142.0,12.0,9.2,3.0,2.3,128.0,20.0,60.0,1.4,26.0,57.0,Bangladesh,SAS,IND
IRIS_313.11228,5.0,146.0,12.0,9.7,2.9,2.5,128.0,20.0,59.0,1.4,27.0,61.0,Bangladesh,SAS,IND
IRIS_313.9582,7.4,169.0,11.0,9.5,2.7,2.0,154.0,17.0,60.8,1.5,24.8,35.0,Malaysia,SEA,IND
IRIS_313.11161,5.0,122.0,8.0,9.2,3.4,2.5,92.0,11.0,54.0,1.8,29.0,38.0,Liberia,AFR,JAP
IRIS_313.10964,5.0,111.0,26.0,7.8,3.0,2.4,65.0,21.0,72.0,1.3,22.0,21.0,Bangladesh,SAS,AUS
IRIS_313.8293,4.0,163.0,15.0,8.7,2.8,2.3,131.0,19.0,58.0,1.7,32.0,35.0,Senegal,AFR,IND
IRIS_313.11387,5.0,165.0,17.0,9.0,3.1,2.5,146.0,21.0,65.0,1.5,26.0,60.0,Thailand,SEA,IND
IRIS_313.9470,5.0,102.0,10.0,7.9,2.9,2.0,116.0,14.0,60.0,1.9,26.0,28.0,Indonesia,SEA,JAP
IRIS_313.11111,4.0,96.0,17.0,9.2,3.4,2.7,61.0,18.0,55.0,1.2,22.0,32.0,Bangladesh,SAS,AUS
IRIS_313.11436,5.0,97.0,12.0,9.4,3.2,2.4,92.0,16.0,55.0,1.4,23.0,37.0,Ivory_Coast,AFR,JAP
IRIS_313.12281,7.5,98.0,9.0,8.9,3.8,3.1,97.0,18.0,65.0,2.0,29.0,38.0,Madagascar,AFR,JAP
IRIS_313.11462,4.0,75.0,11.0,8.4,2.0,1.3,84.0,15.0,42.0,1.1,23.0,44.0,India,SAS,AUS
IRIS_313.10661,5.0,156.0,18.0,8.8,3.4,3.0,96.0,26.0,73.0,1.7,24.0,40.0,Sri_Lanka,SAS,IND
IRIS_313.10809,5.0,147.0,15.0,8.2,3.5,2.7,106.0,16.0,62.0,2.3,30.0,32.0,Indonesia,SEA,JAP
IRIS_313.11953,4.0,109.0,21.0,8.4,3.1,2.3,77.0,14.0,51.0,1.2,23.0,59.0,China,EAS,IND
IRIS_313.8380,4.0,101.0,40.0,8.3,2.8,1.8,75.0,18.0,55.0,1.1,25.0,26.0,China,EAS,IND
IRIS_313.10129,4.0,84.0,20.0,8.2,3.1,2.0,72.0,26.0,58.0,1.1,27.0,29.0,China,EAS,IND
IRIS_313.11871,3.3,87.0,19.0,8.1,2.8,2.1,73.0,16.0,36.0,1.1,19.0,54.0,China,EAS,IND
IRIS_313.10075,4.3,73.0,16.0,8.5,3.5,3.1,82.0,12.0,33.0,1.2,19.0,45.0,Japan,EAS,JAP
IRIS_313.10521,4.0,106.0,30.0,9.3,2.7,2.3,105.0,25.0,75.0,1.4,27.0,20.0,India,SAS,ARO
IRIS_313.10014,3.0,85.0,13.0,9.1,3.7,3.3,80.0,15.0,51.0,1.3,14.0,34.0,Italy,EUR,JAP
IRIS_313.11034,4.0,82.0,20.0,8.7,2.5,1.8,72.0,21.0,44.0,1.0,25.0,40.0,Pakistan,SAS,AUS
IRIS_313.8457,8.2,129.0,11.0,6.5,2.9,2.5,154.0,22.0,56.6,1.3,23.6,39.0,Indonesia,SEA,IND
IRIS_313.11371,4.0,100.0,13.0,8.8,3.3,2.2,82.0,15.0,60.0,1.1,22.0,46.0,India,SAS,AUS
IRIS_313.11568,4.0,117.0,16.0,8.4,3.1,2.4,84.0,18.0,41.0,1.1,24.0,60.0,Nepal,SAS,IND
IRIS_313.8279,8.0,168.0,10.0,9.7,3.8,3.7,99.0,12.0,80.0,2.4,30.0,35.0,Malaysia,SEA,JAP
IRIS_313.11925,8.3,169.0,18.0,9.8,2.5,2.9,139.0,19.0,55.8,1.4,28.0,41.0,Thailand,SEA,IND
IRIS_313.11393,5.0,147.0,17.0,10.8,3.0,3.6,128.0,18.0,74.0,0.7,26.0,60.0,Thailand,SEA,IND
IRIS_313.11110,5.0,137.0,13.0,8.9,3.2,2.4,91.0,23.0,77.0,1.6,27.0,50.0,Sri_Lanka,SAS,IND
IRIS_313.8745,6.0,122.0,20.0,9.4,3.2,2.7,82.0,15.0,56.0,1.6,27.0,21.0,Haiti,AME,JAP
IRIS_313.10810,5.0,181.0,12.0,9.6,3.3,2.7,106.0,24.0,70.0,1.8,27.0,44.0,Indonesia,SEA,IND
IRIS_313.11460,4.0,87.0,17.0,8.0,3.2,1.4,86.0,11.0,52.0,1.2,23.0,45.0,India,SAS,IND
IRIS_313.10811,4.0,146.0,18.0,8.7,3.4,2.9,94.0,25.0,80.0,1.4,28.0,40.0,Indonesia,SEA,IND
IRIS_313.10562,6.0,125.0,15.0,8.9,3.5,2.8,109.0,17.0,59.0,1.1,20.0,22.0,China,EAS,ADM
IRIS_313.10084,4.3,49.0,23.0,8.4,3.5,3.1,64.0,8.0,29.0,1.4,13.0,21.0,Spain,EUR,JAP
IRIS_313.10743,5.0,72.0,6.0,7.5,2.9,2.7,99.0,13.0,51.0,1.6,23.0,19.0,Indonesia,SEA,JAP
IRIS_313.9699,5.0,134.0,35.0,8.5,3.4,2.7,172.0,32.0,74.0,1.5,26.0,25.0,Malaysia,SEA,IND
IRIS_313.10428,4.0,122.0,25.0,7.4,3.0,2.4,172.0,26.0,62.0,1.5,23.0,24.0,Malaysia,SEA,IND
IRIS_313.10693,6.0,127.0,11.0,8.9,3.3,3.6,112.0,18.0,55.0,2.1,33.0,39.0,Indonesia,SEA,JAP
IRIS_313.8557,4.0,148.0,13.0,8.5,2.8,2.1,132.0,19.0,58.0,1.5,24.0,31.0,Malaysia,SEA,IND
IRIS_313.8987,7.0,156.0,14.0,9.9,2.6,2.4,120.0,21.0,62.0,1.9,29.0,37.0,Malaysia,SEA,IND
IRIS_313.10812,5.0,164.0,13.0,8.2,2.8,2.1,115.0,20.0,72.0,1.7,31.0,38.0,Indonesia,SEA,IND
IRIS_313.11850,7.4,128.0,18.0,7.8,2.4,1.5,133.0,21.0,55.0,1.7,26.4,38.0,Malaysia,SEA,IND
IRIS_313.11632,6.0,155.0,10.0,7.1,2.3,1.5,100.0,28.0,57.0,1.3,34.0,43.0,Nepal,SAS,ARO
IRIS_313.11579,4.0,92.0,33.0,6.7,3.5,2.0,86.0,13.0,58.0,1.2,20.0,43.0,China,EAS,IND
IRIS_313.11691,4.0,72.0,13.0,7.9,2.9,2.1,84.0,17.0,51.0,1.3,20.0,32.0,Bhutan,SAS,JAP
IRIS_313.8814,4.0,116.0,17.0,7.1,3.0,2.1,102.0,17.0,55.0,1.2,24.0,36.0,Bhutan,SAS,ARO
IRIS_313.10076,4.3,96.0,19.0,8.1,3.8,2.7,80.0,11.0,30.0,1.3,17.0,47.0,Japan,EAS,JAP
IRIS_313.9346,4.0,91.0,15.0,7.4,3.5,2.0,62.0,19.0,56.0,1.2,24.0,23.0,Taiwan,EAS,JAP
IRIS_313.10631,4.0,87.0,15.0,7.3,3.6,2.0,62.0,17.0,52.0,1.2,24.0,22.0,Taiwan,EAS,JAP
IRIS_313.11214,4.0,120.0,15.0,8.8,3.1,2.3,113.0,16.0,56.0,1.5,24.0,48.0,Bangladesh,SAS,AUS
IRIS_313.11733,4.0,67.0,17.0,7.8,3.3,2.5,94.0,14.0,36.0,1.1,21.0,28.0,China,EAS,IND
IRIS_313.11547,7.7,121.0,9.0,8.9,2.9,1.8,136.0,22.0,63.8,1.5,28.2,43.0,Myanmar,SEA,IND
IRIS_313.11141,5.0,128.0,17.0,7.7,3.3,2.6,104.0,16.0,51.0,1.7,25.0,42.0,Myanmar,SEA,IND
IRIS_313.11142,5.0,144.0,13.0,8.7,3.2,2.5,90.0,22.0,71.0,1.4,29.0,42.0,Myanmar,SEA,IND
IRIS_313.11969,6.0,103.0,22.0,10.3,2.9,3.6,106.0,20.0,44.0,1.1,21.0,50.0,India,SAS,IND
IRIS_313.11734,5.0,73.0,17.0,8.1,3.2,2.8,88.0,14.0,52.0,1.0,21.0,31.0,China,EAS,IND
IRIS_313.8608,6.3,136.0,17.0,9.1,2.6,2.6,150.0,20.0,74.0,1.8,27.0,38.0,Indonesia,SEA,IND
IRIS_313.9098,7.0,128.0,16.0,6.9,2.9,1.6,156.0,20.0,56.0,1.4,27.0,36.0,Indonesia,SEA,IND
IRIS_313.11926,5.7,110.0,11.0,11.5,3.7,4.1,106.0,14.0,41.0,1.5,27.0,32.0,Thailand,SEA,JAP
IRIS_313.11179,5.0,118.0,12.0,8.1,3.2,2.5,102.0,24.0,58.0,1.1,26.0,53.0,Indonesia,SEA,IND
IRIS_313.11317,6.0,163.0,13.0,10.2,2.5,2.3,117.0,21.0,75.0,1.9,27.0,52.0,Indonesia,SEA,IND
IRIS_313.11655,4.0,71.0,11.0,7.8,3.6,3.1,72.0,9.0,32.0,1.1,22.0,38.0,China,EAS,JAP
IRIS_313.11688,6.0,123.0,19.0,7.6,2.7,1.8,156.0,26.0,74.0,1.5,24.0,36.0,Thailand,SEA,IND
IRIS_313.10697,5.0,157.0,11.0,9.4,2.5,2.6,137.0,19.0,56.0,1.4,27.0,33.0,Malaysia,SEA,IND
IRIS_313.8591,5.0,149.0,11.0,9.4,2.6,2.6,137.0,21.0,61.0,1.5,27.0,30.0,Malaysia,SEA,IND
IRIS_313.10814,5.0,136.0,15.0,9.6,2.6,2.3,115.0,25.0,64.0,2.0,29.0,33.0,Indonesia,SEA,IND
IRIS_313.10285,4.8,80.0,18.0,9.7,2.7,2.9,93.0,20.0,45.0,1.4,21.2,34.0,Peru,AME,IND
IRIS_313.10623,4.0,130.0,15.0,8.7,3.0,2.3,74.0,18.0,53.0,1.3,28.0,42.0,Nepal,SAS,AUS
IRIS_313.10815,5.0,153.0,16.0,8.3,3.3,3.1,120.0,18.0,70.0,1.9,37.0,37.0,Indonesia,SEA,JAP
IRIS_313.10816,4.0,155.0,15.0,8.5,3.6,2.8,120.0,19.0,57.0,2.0,36.0,38.0,Indonesia,SEA,JAP
IRIS_313.9691,4.0,82.0,7.0,9.7,2.6,2.3,114.0,10.0,50.0,1.7,23.0,30.0,Indonesia,SEA,JAP
IRIS_313.9867,5.0,141.0,12.0,9.1,2.9,2.5,112.0,16.0,56.0,1.3,33.0,48.0,Sri_Lanka,SAS,IND
IRIS_313.10938,5.0,149.0,12.0,8.1,2.7,2.3,143.0,25.0,73.0,1.6,30.0,19.0,Indonesia,SEA,IND
IRIS_313.10689,5.0,130.0,11.0,8.2,3.4,3.4,112.0,20.0,59.0,2.2,34.0,35.0,Indonesia,SEA,JAP
IRIS_313.8833,5.0,167.0,14.0,8.2,3.0,2.6,143.0,20.0,71.0,1.5,26.0,24.0,Indonesia,SEA,IND
IRIS_313.8771,4.0,105.0,21.0,9.7,3.5,2.9,83.0,12.0,47.0,1.6,24.0,46.0,India,SAS,AUS
IRIS_313.11424,4.0,75.0,7.0,8.1,3.4,2.4,88.0,16.0,46.0,1.1,23.0,45.0,Philippines,SEA,JAP
IRIS_313.11932,6.0,152.0,17.0,9.9,2.6,2.6,111.0,17.0,58.6,1.4,30.0,41.0,Kenya,AFR,ADM
IRIS_313.8567,8.3,137.0,18.0,8.4,2.9,2.6,115.0,24.0,68.0,1.3,27.6,42.0,Philippines,SEA,IND
IRIS_313.11845,6.0,110.0,13.0,10.3,3.2,3.3,116.0,16.0,67.0,2.1,35.0,56.0,Thailand,SEA,JAP
IRIS_313.9091,5.0,107.0,16.0,8.0,3.1,2.2,120.0,23.0,64.0,1.3,23.0,49.0,Sri_Lanka,SAS,IND
IRIS_313.10941,5.0,153.0,12.0,9.9,2.9,2.0,108.0,15.0,56.0,2.1,33.0,21.0,Indonesia,SEA,IND
IRIS_313.10744,4.0,129.0,13.0,6.9,3.2,2.3,115.0,19.0,54.0,1.5,30.0,36.0,Indonesia,SEA,JAP
IRIS_313.10517,5.0,140.0,15.0,8.5,3.3,3.0,105.0,22.0,88.0,1.2,26.0,26.0,Philippines,SEA,IND
IRIS_313.11180,5.0,153.0,18.0,11.4,2.8,2.7,150.0,21.0,53.0,1.1,25.0,47.0,Indonesia,SEA,IND
IRIS_313.9320,5.0,111.0,13.0,8.9,3.3,2.8,95.0,26.0,61.0,1.3,25.0,21.0,Indonesia,SEA,IND
IRIS_313.10944,5.0,152.0,12.0,8.8,3.1,1.9,134.0,28.0,67.0,1.5,28.0,26.0,Indonesia,SEA,IND
IRIS_313.11492,4.0,104.0,15.0,8.5,3.4,2.8,101.0,16.0,54.0,1.2,18.0,34.0,India,SAS,AUS
IRIS_313.10959,5.0,130.0,10.0,8.9,3.1,2.8,79.0,16.0,64.0,1.8,24.0,22.0,Indonesia,SEA,JAP
IRIS_313.10940,5.0,137.0,13.0,8.3,3.2,2.8,115.0,19.0,69.0,1.4,27.0,19.0,Indonesia,SEA,IND
IRIS_313.9936,5.0,137.0,18.0,7.6,2.5,1.7,141.0,30.0,58.0,0.8,31.0,64.0,Sri_Lanka,SAS,IND
IRIS_313.8664,4.0,63.0,12.0,7.4,3.2,1.9,145.0,11.0,46.0,1.4,23.0,30.0,Indonesia,SEA,JAP
IRIS_313.11500,5.0,124.0,23.0,9.9,2.9,2.8,104.0,16.0,60.0,1.3,23.0,39.0,Indonesia,SEA,IND
IRIS_313.8976,5.0,51.0,14.0,8.8,2.5,2.1,89.0,7.0,34.0,1.0,21.0,21.0,United_States,AME,JAP
IRIS_313.10817,5.0,154.0,12.0,8.5,3.3,2.7,99.0,26.0,79.0,2.0,30.0,40.0,Indonesia,SEA,JAP
IRIS_313.11174,4.0,96.0,16.0,8.8,2.9,2.6,83.0,23.0,69.0,1.5,22.0,37.0,India,SAS,AUS
IRIS_313.10745,5.0,138.0,12.0,8.7,3.3,2.6,95.0,13.0,59.0,2.0,32.0,41.0,Indonesia,SEA,JAP
IRIS_313.9464,4.0,90.0,7.0,11.8,2.8,3.4,82.0,22.0,56.0,1.3,25.0,29.0,Surinam,AME,IND
IRIS_313.9841,4.0,75.0,21.0,11.4,2.6,2.8,82.0,23.0,47.0,0.9,26.0,32.0,Surinam,AME,IND
IRIS_313.11253,4.0,63.0,15.0,11.2,2.5,2.5,102.0,24.0,45.0,1.1,21.0,38.0,Surinam,AME,IND
IRIS_313.11118,5.0,133.0,12.0,8.0,3.0,1.7,170.0,18.0,48.0,1.4,23.0,54.0,Vietnam,SEA,IND
IRIS_313.9695,4.0,96.0,17.0,8.5,3.3,1.6,79.0,15.0,54.0,1.0,21.0,43.0,Pakistan,SAS,AUS
IRIS_313.9944,4.0,133.0,16.0,8.8,3.2,2.5,99.0,16.0,44.0,0.9,27.0,60.0,Solomon_Islands,OCE,IND
IRIS_313.9986,5.0,121.0,16.0,8.0,3.2,2.7,152.0,30.0,49.0,1.4,22.0,50.0,Guinea-Bissau,AFR,IND
IRIS_313.8409,4.0,142.0,17.0,8.2,2.9,2.5,98.0,22.0,52.0,1.1,24.0,46.0,Vietnam,SEA,IND
IRIS_313.11175,5.0,104.0,12.0,8.5,2.6,1.6,77.0,18.0,50.0,1.3,22.0,48.0,India,SAS,AUS
IRIS_313.7780,4.0,96.0,25.0,9.9,2.4,1.9,80.0,24.0,62.0,1.4,27.0,22.0,India,SAS,IND
IRIS_313.9287,4.0,102.0,15.0,9.3,2.9,1.6,100.0,22.0,64.0,2.1,29.0,42.0,India,SAS,IND
IRIS_313.9120,4.0,110.0,13.0,8.2,3.2,2.4,96.0,15.0,53.0,1.3,24.0,52.0,India,SAS,IND
IRIS_313.11716,4.7,92.0,20.0,9.5,2.7,2.4,113.0,32.0,50.0,1.4,22.0,29.0,Guinea,AFR,IND
IRIS_313.11233,4.0,80.0,21.0,10.5,3.0,2.9,85.0,22.0,56.0,1.5,28.0,40.0,Thailand,SEA,IND
IRIS_313.10640,4.0,97.0,16.0,11.0,2.9,2.6,111.0,16.0,47.0,1.7,20.0,44.0,India,SAS,IND
IRIS_313.11088,4.0,124.0,14.0,9.6,2.3,1.4,112.0,18.0,54.0,1.2,26.0,30.0,Cambodia,SEA,IND
IRIS_313.8996,6.3,153.0,15.0,10.1,2.9,3.3,129.0,21.0,63.6,1.4,25.8,51.0,Vietnam,SEA,IND
IRIS_313.10916,7.9,137.0,11.0,8.2,2.7,2.9,148.0,27.0,58.8,1.2,24.8,48.0,Cambodia,SEA,JAP
IRIS_313.11089,4.0,91.0,20.0,9.7,3.0,1.8,85.0,20.0,50.0,1.2,23.0,33.0,Cambodia,SEA,IND
IRIS_313.10838,3.0,68.0,15.0,6.3,3.1,2.0,67.0,12.0,39.0,1.1,17.0,24.0,South_Korea,EAS,JAP
IRIS_313.9976,5.0,134.0,17.0,7.9,3.4,2.4,88.0,17.0,60.0,1.3,24.0,21.0,South_Korea,EAS,IND
IRIS_313.8822,5.0,149.0,11.0,9.0,2.7,2.7,128.0,18.0,59.0,1.4,27.0,59.0,Bangladesh,SAS,AUS
IRIS_313.11229,4.0,98.0,19.0,8.8,3.1,2.4,110.0,24.0,62.0,1.1,22.0,50.0,Bangladesh,SAS,IND
IRIS_313.11230,5.0,149.0,13.0,8.8,3.0,2.2,128.0,20.0,55.0,1.3,24.0,58.0,Bangladesh,SAS,IND
IRIS_313.11231,5.0,141.0,12.0,9.4,3.2,2.6,128.0,22.0,64.0,1.4,25.0,55.0,Bangladesh,SAS,IND
IRIS_313.10715,5.0,146.0,14.0,8.7,3.1,2.5,102.0,31.0,69.0,1.7,29.0,41.0,Sri_Lanka,SAS,IND
IRIS_313.8390,4.0,104.0,19.0,10.9,2.2,2.0,72.0,23.0,51.0,1.3,33.0,41.0,Pakistan,SAS,AUS
IRIS_313.11372,4.0,133.0,17.0,10.8,2.4,2.6,94.0,15.0,43.0,1.2,24.0,43.0,India,SAS,IND
IRIS_313.10927,5.0,115.0,15.0,8.8,3.4,2.4,95.0,22.0,69.0,1.2,27.0,45.0,Nepal,SAS,AUS
IRIS_313.11604,4.0,83.0,19.0,8.9,2.6,2.0,84.0,16.0,41.0,1.0,23.0,42.0,India,SAS,AUS
IRIS_313.11402,5.0,165.0,13.0,8.4,3.0,2.5,104.0,29.0,76.0,1.5,23.0,62.0,Bangladesh,SAS,IND
IRIS_313.10522,5.0,122.0,15.0,8.2,3.3,2.1,105.0,23.0,59.0,1.7,30.0,20.0,Indonesia,SEA,ADM
IRIS_313.9242,5.0,128.0,11.0,8.7,3.5,2.8,106.0,21.0,69.0,2.2,35.0,41.0,Indonesia,SEA,ADM
IRIS_313.11906,6.0,140.0,18.0,9.4,2.9,2.5,107.0,16.0,76.0,1.6,26.0,44.0,Indonesia,SEA,JAP
IRIS_313.11011,4.0,100.0,15.0,8.6,3.0,2.4,80.0,17.0,51.0,1.3,25.0,26.0,Indonesia,SEA,IND
IRIS_313.10987,4.0,106.0,33.0,8.3,3.0,2.5,81.0,18.0,60.0,1.2,26.0,30.0,Bangladesh,SAS,AUS
IRIS_313.10960,5.0,144.0,10.0,8.9,2.7,2.3,103.0,24.0,71.0,2.0,30.0,18.0,Indonesia,SEA,JAP
IRIS_313.8778,5.0,93.0,15.0,8.7,3.4,2.9,70.0,8.0,54.0,1.4,24.0,22.0,United_States,AME,JAP
IRIS_313.9996,4.0,38.0,18.0,7.1,2.9,2.6,68.0,6.0,19.0,0.8,16.0,16.0,South_Korea,EAS,JAP
IRIS_313.10000,4.0,72.0,12.0,8.2,3.1,2.6,84.0,17.0,37.0,1.4,24.0,30.0,South_Korea,EAS,IND
IRIS_313.11176,4.0,87.0,19.0,9.0,2.8,2.0,81.0,12.0,38.0,1.4,18.0,55.0,India,SAS,IND
IRIS_313.11199,5.0,81.0,16.0,7.5,2.6,1.6,102.0,14.0,44.0,1.7,20.0,21.0,India,SAS,IND
IRIS_313.10608,6.0,118.0,20.0,10.4,3.0,2.8,97.0,19.0,60.0,1.5,26.0,28.0,India,SAS,AUS
IRIS_313.8727,4.0,90.0,19.0,8.8,3.3,2.7,101.0,17.0,62.0,1.1,20.0,47.0,India,SAS,IND
IRIS_313.11373,4.0,122.0,17.0,9.1,2.2,2.0,90.0,16.0,58.0,1.5,23.0,40.0,India,SAS,ARO
IRIS_313.11157,4.0,118.0,16.0,6.1,3.2,2.1,82.0,18.0,47.0,1.3,20.0,43.0,Taiwan,EAS,IND
IRIS_313.10917,5.0,135.0,5.0,9.5,3.9,3.5,103.0,17.0,65.0,2.3,36.0,24.0,Philippines,SEA,IND
IRIS_313.10560,5.0,105.0,20.0,8.3,3.3,2.1,98.0,25.0,56.0,1.1,22.0,28.0,China,EAS,IND
IRIS_313.10839,3.0,64.0,12.0,6.6,3.4,2.0,60.0,11.0,29.0,1.1,17.0,22.0,South_Korea,EAS,JAP
IRIS_313.8739,5.0,113.0,13.0,9.2,2.5,2.3,108.0,11.0,59.0,1.4,24.0,32.0,Ivory_Coast,AFR,IND
IRIS_313.11580,4.0,85.0,38.0,8.6,2.8,2.1,76.0,29.0,45.0,0.9,21.0,40.0,China,EAS,IND
IRIS_313.10429,5.0,72.0,20.0,7.1,3.3,2.4,84.0,19.0,58.0,1.0,24.0,16.0,Taiwan,EAS,JAP
IRIS_313.9702,5.0,89.0,20.0,8.1,3.1,2.2,75.0,16.0,48.0,1.2,22.0,19.0,Taiwan,EAS,JAP
IRIS_313.11981,4.7,67.0,12.0,7.3,3.4,2.8,79.0,7.0,34.0,1.2,20.0,22.0,Taiwan,EAS,JAP
IRIS_313.9701,4.0,77.0,20.0,7.2,3.3,2.6,84.0,14.0,49.0,1.1,24.0,16.0,Taiwan,EAS,JAP
IRIS_313.11237,4.0,62.0,11.0,9.1,3.0,2.6,80.0,23.0,53.0,1.2,24.0,35.0,Taiwan,EAS,IND
IRIS_313.10515,5.0,104.0,20.0,7.4,3.1,2.2,87.0,16.0,45.0,1.0,21.0,20.0,Taiwan,EAS,IND
IRIS_313.9706,6.0,107.0,30.0,7.5,3.2,2.3,71.0,21.0,52.0,1.3,23.0,18.0,Taiwan,EAS,IND
IRIS_313.9705,6.0,107.0,30.0,7.9,3.4,2.5,81.0,21.0,47.0,1.2,24.0,18.0,Taiwan,EAS,IND
IRIS_313.9283,5.0,119.0,19.0,8.2,3.1,2.4,80.0,15.0,49.0,1.2,24.0,49.0,Pakistan,SAS,AUS
